date,country_code,country_name,us_bond_survey_pos,us_bond_adj_net_flow,us_bond_adj_val_chg,us_bond_monthly_gap,us_bond_est_pos,us_stk_survey_pos,us_stk_adj_net_flow,us_stk_adj_val_chg,us_stk_monthly_gap,us_stk_est_pos
4/30/2012,15288,CzechRep,ND,968,-1,-465,1087,ND,-15,-245,-61,3985
4/30/2012,15768,Poland,ND,-1212,-76,1395,19690,ND,21,-251,297,8253
4/30/2012,16101,Russia,ND,565,64,2236,12097,ND,-77,-1635,85,51730
4/30/2012,16713,EuroArea,ND,5735,1713,-1773,450879,ND,1191,-50752,24875,894915
4/30/2012,19992,EurTotal,ND,4471,5088,-2341,868790,ND,16641,-55690,44175,2201990
4/30/2012,29998,Canada,ND,3405,2875,585,355367,ND,1699,1277,-5826,377897
4/30/2012,30104,Argentina,ND,-159,-256,237,6635,ND,-37,-859,20,1669
4/30/2012,30155,Barbados,ND,-21,31,-7,1467,ND,-78,-23,-208,14
4/30/2012,30309,Brazil,ND,812,-700,1587,49021,ND,-551,-12333,-1910,164582
4/30/2012,30406,Chile,ND,-1408,177,1464,12078,ND,-183,-240,253,13281
4/30/2012,30503,Colombia,ND,74,169,102,11734,ND,102,342,60,6418
4/30/2012,31704,Mexico,ND,231,587,112,55100,ND,114,-605,1806,67804
4/30/2012,31887,Panama,ND,265,81,-170,4404,ND,14,-151,148,17109
4/30/2012,32204,Peru,ND,-168,122,-8,6684,ND,110,26,-72,3401
4/30/2012,32409,TrinidadTobago,ND,-3,26,-13,1147,ND,-11,0,13,5
4/30/2012,32603,Uruguay,ND,-244,23,277,2473,ND,-4,0,4,1
4/30/2012,32719,Venezuela,ND,-60,252,162,11216,ND,-14,-8,54,134
4/30/2012,34401,CaribTotal,ND,22,1801,4217,272541,ND,72,-13208,26169,822699
4/30/2012,35254,Aruba,ND,-15,11,25,547,ND,-1,0,3,2
4/30/2012,35319,Bahamas,ND,-568,11,498,1444,ND,146,-111,-50,3594
4/30/2012,35602,Bermuda,ND,333,256,-60,26475,ND,73,-2953,2832,148990
4/30/2012,35807,BritishVI,ND,389,43,57,4607,ND,41,-1111,2691,54609
4/30/2012,36137,Cayman,ND,1248,1148,2462,232055,ND,-713,-10323,23117,548186
4/30/2012,36188,Curacao,ND,,,,,ND,,,,
4/30/2012,37206,NethAnt,ND,-579,33,797,3871,ND,2,3771,-525,67961
4/30/2012,39001,CaribBanking,ND,310,1529,4217,272423,ND,-519,-9767,26734,839811
4/30/2012,39942,LATotal,ND,-730,539,3701,160755,ND,-478,-13832,307,274322
4/30/2012,41408,China,ND,-492,9,429,1014,ND,-77,3189,-2232,74156
4/30/2012,42005,HongKong,ND,-1322,17,1277,2705,ND,-464,645,-223,124469
4/30/2012,42102,India,ND,95,-10,-204,2698,ND,1,-3243,1569,66823
4/30/2012,42218,Indonesia,ND,-23,-87,262,12351,ND,194,-247,240,29366
4/30/2012,42501,Israel,ND,-78,-53,318,18097,ND,-293,498,-443,44071
4/30/2012,42609,Japan,ND,2243,1782,-4819,58325,ND,1021,-13780,4283,422445
4/30/2012,43001,Korea,ND,-918,219,691,29259,ND,164,123,1713,136102
4/30/2012,43419,Lebanon,ND,-19,0,17,152,ND,-6,-4,-21,109
4/30/2012,43605,Malaysia,ND,10,187,199,10985,ND,106,-252,227,22813
4/30/2012,44806,Philippines,ND,115,70,9,6072,ND,13,294,313,11682
4/30/2012,46019,Singapore,ND,-1685,138,871,9742,ND,-2290,43,1723,56674
4/30/2012,46302,Taiwan,ND,-149,0,152,252,ND,874,-3602,1026,83921
4/30/2012,46418,Thailand,ND,-9,8,100,2059,ND,260,689,74,28328
4/30/2012,46604,UAE,ND,36,-12,35,4461,ND,7,-41,32,1255
4/30/2012,49999,AsiaTotal,ND,-2045,2257,-717,168268,ND,-605,-15738,8211,1102251
4/30/2012,53201,Liberia,ND,-4,26,-27,1847,ND,-5,-164,19,2456
4/30/2012,53805,Mauritius,ND,1,4,-33,197,ND,148,-73,-56,5170
4/30/2012,55719,SouthAfrica,ND,-559,21,808,12942,ND,-11,199,1031,64216
4/30/2012,57002,Egypt,ND,-23,-14,43,942,ND,-2,-109,-17,3382
4/30/2012,59994,AfricaTotal,ND,-1392,79,1175,17641,ND,-153,-286,1769,77455
4/30/2012,60089,Australia,ND,-2831,1464,-6478,136517,ND,-110,2693,-1189,140921
4/30/2012,61689,NZealand,ND,-709,107,124,9965,ND,124,22,-65,3711
4/30/2012,66666,EME,ND,-6369,1326,12719,332997,ND,-2298,-19003,6669,1116490
4/30/2012,69995,ForeignAll,ND,192,14659,-30,1990757,ND,17203,-94522,73145,5009863
4/30/2012,79995,IROTotal,ND,-3418,600,2232,46764,ND,-4,-4,12,22
4/30/2012,99996,Total,ND,-3226,14702,2790,2037472,ND,17199,-94788,73485,5009975
5/31/2012,10189,Austria,ND,-62,-95,-273,5725,ND,-6,-1374,366,5928
5/31/2012,10251,Belgium,ND,8175,-187,-7744,5094,ND,43,-2814,1084,30932
5/31/2012,10502,Denmark,ND,-2188,-106,1177,5606,ND,53,-4720,1139,35891
5/31/2012,10707,Finland,ND,86,-87,228,4158,ND,-6,-3282,-121,14860
5/31/2012,10804,France,ND,-6874,-1506,4252,90511,ND,12,-28639,3243,202375
5/31/2012,11002,Germany,ND,-5974,-3071,8807,79169,ND,-422,-31319,3227,180775
5/31/2012,11207,Greece,ND,7,0,-110,509,ND,-43,-1012,92,2163
5/31/2012,11401,Ireland,ND,2750,-641,-2280,34739,ND,-1571,-12220,2924,123436
5/31/2012,11509,Italy,ND,-472,-1715,1138,20752,ND,185,-8163,1474,38776
5/31/2012,11703,Luxembourg,ND,3403,257,-4520,66546,ND,-783,-4286,574,28637
5/31/2012,12009,Monaco,ND,8,0,-8,0,ND,-46,-5,46,12
5/31/2012,12106,Netherlands,ND,-2444,-767,3103,117194,ND,-427,-15841,3449,117897
5/31/2012,12203,Norway,ND,15,-347,155,28404,ND,-411,-4095,521,19645
5/31/2012,12319,Portugal,ND,-80,-80,-8,1078,ND,12,-803,230,3184
5/31/2012,12505,Spain,ND,-346,-852,-272,17463,ND,559,-9319,770,42542
5/31/2012,12602,Sweden,ND,-1722,-594,540,34217,ND,1169,-9070,120,51336
5/31/2012,12688,Switzerland,ND,315,-265,454,6261,ND,294,-33253,1869,272034
5/31/2012,12807,Turkey,ND,-22,-462,292,11592,ND,8,-2695,1710,19961
5/31/2012,13005,UK,ND,-2558,-745,8210,272712,ND,13183,-86801,9454,669060
5/31/2012,13006,Guernsey,ND,16,-3,-288,3893,ND,29,-2409,3012,17279
5/31/2012,13007,Jersey,ND,-6,-23,327,5474,ND,707,-4815,-993,34328
5/31/2012,15288,CzechRep,ND,36,-55,-110,958,ND,-36,-545,3,3407
5/31/2012,15768,Poland,ND,110,-1834,377,18343,ND,7,-1376,62,6946
5/31/2012,16101,Russia,ND,8,-442,3,11666,ND,-84,-10818,286,41114
5/31/2012,16713,EuroArea,ND,-1824,-8843,3150,443362,ND,-2444,-119250,17544,790765
5/31/2012,19992,EurTotal,ND,-8073,-14767,16121,862071,ND,11102,-281364,36155,1967883
5/31/2012,29998,Canada,ND,2273,-3321,4063,358381,ND,520,-41835,7086,343669
5/31/2012,30104,Argentina,ND,11,-1027,372,5992,ND,-231,-319,337,1456
5/31/2012,30155,Barbados,ND,-21,-51,26,1422,ND,-32,-6,42,18
5/31/2012,30309,Brazil,ND,-1,-2003,5459,52476,ND,-429,-24117,1635,141670
5/31/2012,30406,Chile,ND,6,-50,-200,11833,ND,406,-1738,-212,11737
5/31/2012,30503,Colombia,ND,205,-253,-486,11201,ND,-11,-469,163,6101
5/31/2012,31704,Mexico,ND,742,-2626,1329,54545,ND,-15,-8151,216,59854
5/31/2012,31887,Panama,ND,-41,-102,97,4359,ND,1,-462,232,16879
5/31/2012,32204,Peru,ND,-421,-91,316,6488,ND,-159,-219,159,3182
5/31/2012,32409,TrinidadTobago,ND,7,-42,25,1137,ND,-10,-1,9,3
5/31/2012,32603,Uruguay,ND,-23,-53,26,2423,ND,-143,0,143,1
5/31/2012,32719,Venezuela,ND,-539,-1437,883,10123,ND,-74,-29,109,140
5/31/2012,34401,CaribTotal,ND,-446,-88,-24015,247991,ND,-1778,-112792,84079,792208
5/31/2012,35254,Aruba,ND,-17,-19,-6,506,ND,9,0,-10,1
5/31/2012,35319,Bahamas,ND,306,4,-272,1482,ND,-49,-611,875,3809
5/31/2012,35602,Bermuda,ND,299,95,-751,26119,ND,-1072,-17947,7838,137808
5/31/2012,35807,BritishVI,ND,660,18,215,5500,ND,825,-6749,5057,53742
5/31/2012,36137,Cayman,ND,-403,441,-24947,207146,ND,167,-64147,52359,536565
5/31/2012,36188,Curacao,ND,,,,,ND,,,,
5/31/2012,37206,NethAnt,ND,48,13,332,4264,ND,102,-9685,2717,61096
5/31/2012,39001,CaribBanking,ND,-451,452,-24465,247959,ND,-1676,-92852,63833,809115
5/31/2012,39942,LATotal,ND,171,-7830,8199,161295,ND,-554,-35518,2714,240964
5/31/2012,41408,China,ND,-175,-8,195,1027,ND,-237,-10507,5849,69261
5/31/2012,42005,HongKong,ND,-2296,0,2244,2654,ND,120,-12130,-415,112044
5/31/2012,42102,India,ND,59,-20,-24,2712,ND,-64,-7937,409,59231
5/31/2012,42218,Indonesia,ND,12,-350,772,12785,ND,-40,-3453,126,25999
5/31/2012,42501,Israel,ND,-65,-431,859,18460,ND,-297,-5580,-54,38139
5/31/2012,42609,Japan,ND,-75,996,12,59258,ND,-780,-37861,2786,386590
5/31/2012,43001,Korea,ND,686,-548,-532,28865,ND,-47,-15480,-911,119664
5/31/2012,43419,Lebanon,ND,-4,-2,162,308,ND,-11,-22,90,167
5/31/2012,43605,Malaysia,ND,-3959,-380,4038,10685,ND,103,-993,-334,21589
5/31/2012,44806,Philippines,ND,-109,-104,248,6107,ND,-19,-523,48,11189
5/31/2012,46019,Singapore,ND,-2498,-205,2002,9041,ND,840,-6174,591,51931
5/31/2012,46302,Taiwan,ND,-695,-4,712,265,ND,140,-4248,-992,78821
5/31/2012,46418,Thailand,ND,33,-53,-21,2018,ND,114,-3273,497,25667
5/31/2012,46604,UAE,ND,186,-101,-385,4161,ND,-52,-247,201,1157
5/31/2012,49999,AsiaTotal,ND,-8722,-1459,10208,168295,ND,-16,-109025,10804,1004014
5/31/2012,53201,Liberia,ND,-10,-30,87,1895,ND,-1,-312,-46,2096
5/31/2012,53805,Mauritius,ND,-21,-4,-43,129,ND,-106,-579,363,4847
5/31/2012,55719,SouthAfrica,ND,282,-908,107,12423,ND,156,-6847,1381,58906
5/31/2012,57002,Egypt,ND,-21,9,487,1417,ND,-14,-641,566,3292
5/31/2012,59994,AfricaTotal,ND,267,-972,682,17618,ND,251,-9530,3571,71748
5/31/2012,60089,Australia,ND,-2101,-783,9604,143237,ND,4,-19160,273,122037
5/31/2012,61689,NZealand,ND,-873,-280,129,8941,ND,14,-344,-4,3377
5/31/2012,66666,EME,ND,-8077,-14049,19638,330510,ND,356,-131646,16364,1001564
5/31/2012,69995,ForeignAll,ND,-17502,-33529,26567,1966292,ND,9599,-611077,144469,4552854
5/31/2012,79995,IROTotal,ND,1261,-1583,482,46923,ND,12,-34,15,14
5/31/2012,99996,Total,ND,-16241,-30804,22708,2013135,ND,9611,-609259,142578,4552905
6/30/2012,10189,Austria,ND,17,41,-67,5717,ND,-43,492,-49,6328
6/30/2012,10251,Belgium,ND,4844,83,-4801,5219,ND,30,3603,197,34762
6/30/2012,10502,Denmark,ND,30,31,145,5812,ND,-31,2397,-336,37921
6/30/2012,10707,Finland,ND,233,21,-223,4188,ND,-40,473,-442,14851
6/30/2012,10804,France,ND,-2095,605,1261,90282,ND,-30,17349,-1948,217746
6/30/2012,11002,Germany,ND,-8571,743,7151,78492,ND,270,8493,-2754,186785
6/30/2012,11207,Greece,ND,2,0,192,703,ND,5,139,70,2376
6/30/2012,11401,Ireland,ND,3462,661,-3242,35619,ND,-1058,8900,-6629,124649
6/30/2012,11509,Italy,ND,-109,809,-197,21255,ND,188,5377,-1011,43330
6/30/2012,11703,Luxembourg,ND,7449,-22,-7836,66137,ND,1712,2178,-2888,29640
6/30/2012,12009,Monaco,ND,5,0,-5,0,ND,37,2,-41,10
6/30/2012,12106,Netherlands,ND,-1942,419,853,116523,ND,47,10514,-6939,121520
6/30/2012,12203,Norway,ND,746,217,-467,28900,ND,-236,1647,-543,20513
6/30/2012,12319,Portugal,ND,-729,111,565,1024,ND,40,157,28,3410
6/30/2012,12505,Spain,ND,-761,355,114,17171,ND,108,8634,-1117,50167
6/30/2012,12602,Sweden,ND,-422,412,711,34918,ND,198,4711,-1020,55225
6/30/2012,12688,Switzerland,ND,-493,132,389,6289,ND,-1097,17513,-4488,283962
6/30/2012,12807,Turkey,ND,907,509,-407,12600,ND,-42,3528,-272,23175
6/30/2012,13005,UK,ND,7510,756,-1230,279748,ND,-112,44593,-12150,701391
6/30/2012,13006,Guernsey,ND,-688,3,1030,4239,ND,71,1364,-1682,17031
6/30/2012,13007,Jersey,ND,229,23,1026,6752,ND,-43,2417,-1084,35619
6/30/2012,15288,CzechRep,ND,2,27,-54,933,ND,-11,136,76,3608
6/30/2012,15768,Poland,ND,-46,1163,505,19966,ND,9,1062,-401,7616
6/30/2012,16101,Russia,ND,61,271,88,12087,ND,-12,3698,-158,44641
6/30/2012,16713,EuroArea,ND,1693,3936,-6335,442656,ND,1193,66394,-23704,834649
6/30/2012,19992,EurTotal,ND,10120,8484,-4369,876306,ND,-197,150165,-46750,2071100
6/30/2012,29998,Canada,ND,-1554,2060,1133,360021,ND,-783,9012,-2590,349308
6/30/2012,30104,Argentina,ND,-150,724,-1223,5343,ND,-9,-60,139,1526
6/30/2012,30155,Barbados,ND,-80,51,17,1409,ND,55,4,-58,18
6/30/2012,30309,Brazil,ND,89,902,2488,55955,ND,470,1369,-1876,141633
6/30/2012,30406,Chile,ND,-22,135,-649,11297,ND,427,659,61,12884
6/30/2012,30503,Colombia,ND,66,346,-62,11551,ND,89,-33,-57,6100
6/30/2012,31704,Mexico,ND,247,2809,2757,60357,ND,255,7546,-1179,66476
6/30/2012,31887,Panama,ND,108,102,-71,4497,ND,35,1213,-295,17832
6/30/2012,32204,Peru,ND,10,196,-108,6585,ND,180,46,-397,3011
6/30/2012,32409,TrinidadTobago,ND,-1,42,-60,1119,ND,-3,0,2,3
6/30/2012,32603,Uruguay,ND,-34,107,-58,2437,ND,-8,0,8,1
6/30/2012,32719,Venezuela,ND,-115,386,-78,10315,ND,8,8,12,167
6/30/2012,34401,CaribTotal,ND,-6750,651,1985,243877,ND,4146,48982,-51807,793528
6/30/2012,35254,Aruba,ND,-6,18,-13,505,ND,-1,0,73,73
6/30/2012,35319,Bahamas,ND,-2,0,-7,1473,ND,146,334,-635,3654
6/30/2012,35602,Bermuda,ND,209,-8,125,26445,ND,-1492,7843,-3975,140184
6/30/2012,35807,BritishVI,ND,790,-2,-868,5420,ND,-489,3045,-1648,54651
6/30/2012,36137,Cayman,ND,-6005,-37,2197,203301,ND,4524,29651,-37126,533614
6/30/2012,36188,Curacao,ND,,,,,ND,,,,
6/30/2012,37206,NethAnt,ND,-236,-1,-333,3693,ND,209,1559,-1218,61646
6/30/2012,39001,CaribBanking,ND,-6716,54,2673,243970,ND,3911,40599,-43011,810615
6/30/2012,39942,LATotal,ND,958,5864,2420,170537,ND,1537,10752,-3651,249602
6/30/2012,41408,China,ND,-37,2,8,1000,ND,-211,458,-4142,65366
6/30/2012,42005,HongKong,ND,-280,8,282,2664,ND,394,4280,-1837,114882
6/30/2012,42102,India,ND,91,4,-230,2577,ND,329,4110,-1488,62182
6/30/2012,42218,Indonesia,ND,-96,338,271,13298,ND,-60,1127,-718,26348
6/30/2012,42501,Israel,ND,-105,95,45,18494,ND,-107,-1236,870,37665
6/30/2012,42609,Japan,ND,-2912,-848,3753,59251,ND,1145,19476,-11458,395754
6/30/2012,43001,Korea,ND,-4262,468,2889,27960,ND,-122,3492,-1433,121602
6/30/2012,43419,Lebanon,ND,0,-1,-8,299,ND,-7,20,-83,96
6/30/2012,43605,Malaysia,ND,-1589,49,878,10022,ND,70,206,-313,21552
6/30/2012,44806,Philippines,ND,85,182,0,6374,ND,51,599,120,11959
6/30/2012,46019,Singapore,ND,-391,100,391,9141,ND,-1619,3203,1523,55037
6/30/2012,46302,Taiwan,ND,-291,7,284,265,ND,349,-452,-1076,77642
6/30/2012,46418,Thailand,ND,130,16,18,2183,ND,131,803,-368,26233
6/30/2012,46604,UAE,ND,209,20,-232,4159,ND,-84,135,-47,1161
6/30/2012,49999,AsiaTotal,ND,-9869,583,8766,167776,ND,323,36617,-24809,1016146
6/30/2012,53201,Liberia,ND,-307,69,217,1874,ND,-2,204,-29,2269
6/30/2012,53805,Mauritius,ND,11,6,-22,123,ND,-157,160,461,5311
6/30/2012,55719,SouthAfrica,ND,266,594,396,13679,ND,25,2830,-129,61631
6/30/2012,57002,Egypt,ND,-4,21,-18,1417,ND,3,371,-729,2937
6/30/2012,59994,AfricaTotal,ND,9,783,470,18880,ND,251,3924,-1931,73991
6/30/2012,60089,Australia,ND,-3469,1337,1355,142461,ND,684,8298,-2669,128350
6/30/2012,61689,NZealand,ND,-304,298,333,9268,ND,28,27,-114,3319
6/30/2012,66666,EME,ND,-5066,10047,8036,343527,ND,910,40240,-19689,1023025
6/30/2012,69995,ForeignAll,ND,-10861,23271,8893,1987595,ND,5991,268568,-134942,4692471
6/30/2012,79995,IROTotal,ND,-789,1462,-897,46700,ND,-4,12,-7,15
6/30/2012,99996,Total,ND,-11650,21225,11526,2034235,ND,5987,267760,-134093,4692560
7/31/2012,10189,Austria,ND,-1284,90,1785,6307,ND,-2,-66,-28,6233
7/31/2012,10251,Belgium,ND,2973,42,-2327,5909,ND,-43,273,243,35236
7/31/2012,10502,Denmark,ND,554,60,-488,5938,ND,-2,2056,157,40131
7/31/2012,10707,Finland,ND,235,52,-21,4454,ND,18,110,504,15483
7/31/2012,10804,France,ND,-8996,1286,10196,92768,ND,670,-88,395,218723
7/31/2012,11002,Germany,ND,-3932,-341,7078,81297,ND,-394,4723,1306,192420
7/31/2012,11207,Greece,ND,10,6,-55,663,ND,-7,-50,14,2333
7/31/2012,11401,Ireland,ND,3364,407,-2540,36850,ND,-313,-7608,7708,124436
7/31/2012,11509,Italy,ND,-205,-709,484,20826,ND,36,-2403,987,41950
7/31/2012,11703,Luxembourg,ND,5673,1717,-6176,67351,ND,262,304,1244,31450
7/31/2012,12009,Monaco,ND,19,0,-19,0,ND,41,0,-42,9
7/31/2012,12106,Netherlands,ND,-1962,2218,841,117620,ND,23,4512,4050,130105
7/31/2012,12203,Norway,ND,1218,500,-1248,29369,ND,-84,780,-31,21178
7/31/2012,12319,Portugal,ND,-28,-26,-43,927,ND,14,-99,-55,3271
7/31/2012,12505,Spain,ND,-489,-183,317,16816,ND,-111,-4090,1878,47843
7/31/2012,12602,Sweden,ND,-388,826,-759,34597,ND,36,3553,482,59295
7/31/2012,12688,Switzerland,ND,-246,128,196,6367,ND,-341,6369,485,290474
7/31/2012,12807,Turkey,ND,-25,442,649,13666,ND,-20,902,513,24570
7/31/2012,13005,UK,ND,4196,5584,-7958,281571,ND,252,7550,6523,715716
7/31/2012,13006,Guernsey,ND,-47,24,337,4553,ND,74,211,1720,19036
7/31/2012,13007,Jersey,ND,40,189,-327,6655,ND,1,415,-462,35573
7/31/2012,15288,CzechRep,ND,43,7,-60,923,ND,-18,-85,-67,3438
7/31/2012,15768,Poland,ND,-1998,219,1637,19823,ND,-7,-285,611,7936
7/31/2012,16101,Russia,ND,-52,464,839,13338,ND,-28,1137,684,46434
7/31/2012,16713,EuroArea,ND,-4531,4699,9517,452342,ND,151,-4470,18959,849289
7/31/2012,19992,EurTotal,ND,-1090,13684,4025,892925,ND,-246,18161,30009,2119024
7/31/2012,29998,Canada,ND,-3545,7546,1273,365295,ND,1148,7109,147,357712
7/31/2012,30104,Argentina,ND,-105,123,710,6070,ND,-149,-21,103,1458
7/31/2012,30155,Barbados,ND,-10,59,6,1464,ND,-32,1,32,19
7/31/2012,30309,Brazil,ND,741,719,-1881,55534,ND,209,1994,-674,143161
7/31/2012,30406,Chile,ND,-446,274,307,11432,ND,169,-41,-6,13007
7/31/2012,30503,Colombia,ND,653,235,-505,11934,ND,-172,110,150,6188
7/31/2012,31704,Mexico,ND,1374,1960,1735,65426,ND,-121,1363,-1379,66339
7/31/2012,31887,Panama,ND,-215,145,203,4631,ND,-132,-275,1212,18637
7/31/2012,32204,Peru,ND,-136,309,91,6849,ND,49,-109,-106,2845
7/31/2012,32409,TrinidadTobago,ND,-6,49,-39,1123,ND,-1,0,2,3
7/31/2012,32603,Uruguay,ND,-174,107,278,2648,ND,-84,0,84,1
7/31/2012,32719,Venezuela,ND,-8,300,275,10882,ND,-57,3,59,172
7/31/2012,34401,CaribTotal,ND,1040,4237,-8673,240481,ND,-1756,16423,-10101,798094
7/31/2012,35254,Aruba,ND,3,21,-75,454,ND,10,1,2244,2328
7/31/2012,35319,Bahamas,ND,-450,26,431,1480,ND,-204,58,119,3627
7/31/2012,35602,Bermuda,ND,25,648,-75,27042,ND,252,1803,-4239,138000
7/31/2012,35807,BritishVI,ND,181,143,-453,5292,ND,162,680,-59,55433
7/31/2012,36137,Cayman,ND,1959,2518,-8925,198853,ND,-2234,6661,-4613,533427
7/31/2012,36188,Curacao,ND,,,,,ND,,,,
7/31/2012,37206,NethAnt,ND,-255,89,685,4213,ND,75,5878,-574,67025
7/31/2012,39001,CaribBanking,ND,883,3426,-7656,240623,ND,-2405,14123,-7399,814934
7/31/2012,39942,LATotal,ND,2142,4357,446,177482,ND,-313,3025,-523,251790
7/31/2012,41408,China,ND,-750,18,717,984,ND,-175,1096,-2027,64259
7/31/2012,42005,HongKong,ND,-646,57,258,2332,ND,603,3694,80,119258
7/31/2012,42102,India,ND,-174,4,54,2461,ND,299,-418,260,62324
7/31/2012,42218,Indonesia,ND,116,316,-92,13638,ND,104,1466,-46,27872
7/31/2012,42501,Israel,ND,-173,-63,580,18838,ND,-255,1563,-217,38756
7/31/2012,42609,Japan,ND,-1052,1331,3412,62942,ND,1147,-9484,9186,396602
7/31/2012,43001,Korea,ND,-776,743,196,28123,ND,-285,4368,743,126428
7/31/2012,43419,Lebanon,ND,-12,-5,27,309,ND,-3,2,5,100
7/31/2012,43605,Malaysia,ND,-193,234,428,10491,ND,12,639,644,22847
7/31/2012,44806,Philippines,ND,101,180,250,6906,ND,71,246,449,12724
7/31/2012,46019,Singapore,ND,-447,203,457,9354,ND,397,4190,-1044,58580
7/31/2012,46302,Taiwan,ND,-545,10,461,191,ND,-303,-1011,-777,75551
7/31/2012,46418,Thailand,ND,-112,6,226,2303,ND,180,664,144,27221
7/31/2012,46604,UAE,ND,18,-14,66,4229,ND,-20,19,106,1266
7/31/2012,49999,AsiaTotal,ND,-4331,3145,7268,173858,ND,1528,7139,6440,1031253
7/31/2012,53201,Liberia,ND,1,47,-37,1885,ND,-2,-86,81,2263
7/31/2012,53805,Mauritius,ND,3,4,-6,124,ND,146,83,-26,5514
7/31/2012,55719,SouthAfrica,ND,-15,120,357,14141,ND,46,1819,-171,63325
7/31/2012,57002,Egypt,ND,-44,-4,28,1397,ND,0,47,0,2984
7/31/2012,59994,AfricaTotal,ND,-119,232,797,19790,ND,-103,2013,361,76262
7/31/2012,60089,Australia,ND,-4480,3303,939,142222,ND,28,9535,-475,137438
7/31/2012,61689,NZealand,ND,12,146,-79,9347,ND,77,239,-97,3538
7/31/2012,66666,EME,ND,-3288,7535,8164,355937,ND,-108,23329,-1167,1045079
7/31/2012,69995,ForeignAll,ND,-10369,38789,3981,2019996,ND,739,64314,24871,4782395
7/31/2012,79995,IROTotal,ND,1484,1690,-2990,46884,ND,24,3,-30,12
7/31/2012,99996,Total,ND,-8885,38193,3290,2066833,ND,763,63407,25734,4782464
8/31/2012,10189,Austria,ND,-289,41,-46,6013,ND,0,102,64,6398
8/31/2012,10251,Belgium,ND,790,95,-813,5981,ND,-237,2019,-227,36791
8/31/2012,10502,Denmark,ND,-869,37,212,5318,ND,41,1291,128,41592
8/31/2012,10707,Finland,ND,41,45,151,4690,ND,14,896,121,16513
8/31/2012,10804,France,ND,150,656,-619,92955,ND,-156,12767,1821,233155
8/31/2012,11002,Germany,ND,381,1097,-5056,77718,ND,68,10066,-2638,199917
8/31/2012,11207,Greece,ND,6,0,106,775,ND,-2,229,41,2601
8/31/2012,11401,Ireland,ND,-830,270,4041,40331,ND,257,-1075,-140,123478
8/31/2012,11509,Italy,ND,-5,900,4864,26585,ND,-10,4663,425,47028
8/31/2012,11703,Luxembourg,ND,3614,-105,-3781,67079,ND,228,1284,-939,32023
8/31/2012,12009,Monaco,ND,25,0,74,99,ND,-51,0,51,9
8/31/2012,12106,Netherlands,ND,-1223,298,3899,120594,ND,-256,5301,3793,138943
8/31/2012,12203,Norway,ND,20,277,82,29748,ND,132,1487,124,22922
8/31/2012,12319,Portugal,ND,162,84,-177,996,ND,-3,319,-76,3510
8/31/2012,12505,Spain,ND,240,360,-287,17129,ND,-42,6172,-297,53676
8/31/2012,12602,Sweden,ND,-1181,254,838,34508,ND,31,55,851,60232
8/31/2012,12688,Switzerland,ND,592,111,-142,6928,ND,-176,6737,1262,298297
8/31/2012,12807,Turkey,ND,-209,31,772,14261,ND,-30,1013,91,25644
8/31/2012,13005,UK,ND,7296,315,-4422,284760,ND,1565,18531,-5524,730288
8/31/2012,13006,Guernsey,ND,36,2,-345,4246,ND,167,550,-982,18770
8/31/2012,13007,Jersey,ND,210,10,634,7508,ND,96,1022,59,36750
8/31/2012,15288,CzechRep,ND,7,24,-22,931,ND,-44,516,67,3977
8/31/2012,15768,Poland,ND,416,164,121,20524,ND,-5,293,-364,7860
8/31/2012,16101,Russia,ND,-183,52,-1088,12119,ND,-54,409,-1677,45112
8/31/2012,16713,EuroArea,ND,3091,3783,1838,461053,ND,-88,42794,2013,894008
8/31/2012,19992,EurTotal,ND,8584,5383,1048,907940,ND,1233,74800,-3146,2191911
8/31/2012,29998,Canada,ND,-4725,1124,11279,372972,ND,269,14748,3013,375741
8/31/2012,30104,Argentina,ND,-4916,159,4268,5581,ND,-49,0,52,1461
8/31/2012,30155,Barbados,ND,-24,16,157,1613,ND,73,1,-76,17
8/31/2012,30309,Brazil,ND,1602,443,-423,57156,ND,86,226,2279,145752
8/31/2012,30406,Chile,ND,-46,24,680,12090,ND,110,-186,109,13040
8/31/2012,30503,Colombia,ND,-241,-95,141,11739,ND,-73,-159,222,6178
8/31/2012,31704,Mexico,ND,-132,-377,71,64988,ND,43,-1519,1766,66629
8/31/2012,31887,Panama,ND,-77,45,186,4784,ND,-88,497,-1393,17653
8/31/2012,32204,Peru,ND,778,-51,-366,7210,ND,191,-7,-271,2757
8/31/2012,32409,TrinidadTobago,ND,27,13,-18,1145,ND,15,0,-15,4
8/31/2012,32603,Uruguay,ND,-14,12,157,2804,ND,-43,0,43,1
8/31/2012,32719,Venezuela,ND,120,598,249,11848,ND,-5,-2,5,170
8/31/2012,34401,CaribTotal,ND,-10189,102,13535,243929,ND,-2105,16558,13247,825794
8/31/2012,35254,Aruba,ND,-20,5,4,442,ND,0,42,-2363,7
8/31/2012,35319,Bahamas,ND,-269,-1,329,1539,ND,-169,121,174,3753
8/31/2012,35602,Bermuda,ND,-1911,-38,2463,27557,ND,335,2525,433,141292
8/31/2012,35807,BritishVI,ND,209,-8,287,5780,ND,421,954,2418,59226
8/31/2012,36137,Cayman,ND,-7944,-24,10721,201605,ND,-1784,9469,14390,555503
8/31/2012,36188,Curacao,ND,,,,,ND,,,,
8/31/2012,37206,NethAnt,ND,99,-6,-662,3644,ND,-15,1029,214,68253
