date,country_name,country_code,ftot_agcy_survey_pos,ftot_agcy_adj_net_flow,ftot_agcy_adj_val_chg,ftot_agcy_monthly_gap,ftot_agcy_est_pos,ftot_corp_survey_pos,ftot_corp_adj_net_flow,ftot_corp_adj_val_chg,ftot_corp_monthly_gap,ftot_corp_est_pos,ftot_stk_survey_pos,ftot_stk_adj_net_flow,ftot_stk_adj_val_chg,ftot_stk_monthly_gap,ftot_stk_est_pos,ftot_treas_survey_pos,ftot_treas_adj_net_flow,ftot_treas_adj_val_chg,ftot_treas_monthly_gap,ftot_treas_est_pos
6/30/2016,NZealand,61689,619,4,4,13,619,2295,16,26,83,2295,12015,52,11,13,12015,3955,18,68,-615,3955
6/30/2016,ForeignAll,69995,945664,9547,6899,-381,945664,3492542,5738,39278,54254,3492542,6181782,-1681,5516,-34258,6181783,5528013,-25012,82017,16008,5528013
6/30/2016,IROTotal,79995,8662,-88,64,83,8662,12678,-131,139,19,12678,3786,-43,4,-118,3786,56733,-1741,820,3430,56733
6/30/2016,FOI_All_Countries,99990,445673,-4244,3322,694,445673,172725,462,1847,1845,172725,821346,1246,740,-14468,821346,3761143,-33677,56178,-657,3761143
6/30/2016,Total,99996,954325,9438,6963,-280,954325,3505220,5510,39417,54361,3505220,6185574,-1724,5520,-34393,6185574,5584746,-26753,82837,19452,5584747
7/31/2016,Austria,10189,ND,-3,0,-5,456,ND,13,45,21,4031,ND,-58,342,172,9560,ND,39,5,-721,4857
7/31/2016,Belgium,10251,ND,-30,3,112,4385,ND,-1925,4848,5356,405935,ND,66,1142,766,33203,ND,-468,93,-599,94271
7/31/2016,Denmark,10502,ND,21,0,28,340,ND,283,284,-239,25382,ND,163,2508,1372,72372,ND,176,21,-635,21609
7/31/2016,Finland,10707,ND,0,0,1,14,ND,18,62,45,5653,ND,63,772,85,21964,ND,211,10,-7,10169
7/31/2016,France,10804,ND,196,2,-76,3193,ND,281,632,-1893,52474,ND,-148,4311,1020,125841,ND,5961,38,4251,51704
7/31/2016,Germany,11002,ND,-121,3,196,4685,ND,440,1289,1522,116756,ND,-149,5704,5089,165920,ND,691,75,-3938,74332
7/31/2016,Greece,11207,ND,0,0,2,26,ND,-1,3,-37,262,ND,-26,70,24,1920,ND,-5,1,-2,1348
7/31/2016,Ireland,11401,ND,-51,34,1682,49299,ND,-1893,3278,4127,301057,ND,-991,8751,-2276,243747,ND,2223,228,-850,236114
7/31/2016,Italy,11509,ND,-11,1,371,2029,ND,28,144,-2259,10740,ND,30,892,-108,24944,ND,-233,37,2517,40480
7/31/2016,Luxembourg,11703,ND,782,22,-1388,31581,ND,-827,6187,8336,539833,ND,940,18970,-2112,534194,ND,-5896,175,-290,173978
7/31/2016,Netherlands,12106,ND,-143,8,-1360,10966,ND,25,803,-2431,69527,ND,2019,7719,5118,225116,ND,-1516,45,892,45645
7/31/2016,Norway,12203,ND,-57,0,283,377,ND,66,518,-295,46056,ND,-56,7382,698,208817,ND,705,57,-6673,52582
7/31/2016,Portugal,12319,ND,-3,0,3,258,ND,1,5,17,429,ND,6,95,-22,2652,ND,-10,5,-37,5117
7/31/2016,Spain,12505,ND,-227,1,53,947,ND,-6,52,-1441,3198,ND,3,470,-43,13231,ND,-572,37,-49,37957
7/31/2016,Sweden,12602,ND,-1,0,22,144,ND,-17,80,38,7220,ND,-19,4304,-3024,118452,ND,-280,38,73,38970
7/31/2016,Switzerland,12688,ND,-299,11,414,16406,ND,254,1545,-136,137432,ND,227,13020,889,367860,ND,2367,202,428,210073
7/31/2016,Turkey,12807,ND,-1,0,0,0,ND,0,1,-2,50,ND,-29,19,26,544,ND,666,24,649,26135
7/31/2016,UK,13005,ND,2335,7,-2533,9477,ND,17454,5302,-10767,449456,ND,14861,27199,-21239,761384,ND,-296,195,-17618,181165
7/31/2016,Guernsey,13006,ND,-1,0,-1,369,ND,3,50,-38,4512,ND,-116,982,941,28465,ND,-114,5,229,4953
7/31/2016,Jersey,13007,ND,27,0,-51,258,ND,-21,52,-121,4552,ND,-21,625,-756,17294,ND,2808,2,-2871,1958
7/31/2016,Poland,15768,ND,0,0,,,ND,-15,5,-1,480,ND,1,101,-401,2452,ND,-1849,33,1489,33902
7/31/2016,Russia,16101,ND,0,0,,,ND,1,1,-3,119,ND,-5,13,-9,343,ND,-4989,88,1481,87247
7/31/2016,EuroArea,16713,ND,390,76,-377,107871,ND,-3809,17363,11299,1509884,ND,1775,49331,7629,1402321,ND,312,753,403,775097
7/31/2016,EurTotal,19992,ND,2397,95,-2310,136665,ND,14122,25277,67,2193355,ND,16724,105964,-13939,2995953,ND,607,1461,-23647,1480032
7/31/2016,Canada,29998,ND,94,3,-168,5894,ND,-1000,1852,3749,164398,ND,4847,25511,-8769,717029,ND,3075,68,-6354,65786
7/31/2016,Argentina,30104,ND,-1,0,-3,36,ND,-26,15,8,1471,ND,-71,162,52,4578,ND,1,1,136,519
7/31/2016,Barbados,30155,ND,60,0,-28,375,ND,4,178,-316,19605,ND,-16,68,-8,1742,ND,29,1,71,1227
7/31/2016,Anguilla,30228,ND,-20,0,20,1,ND,0,2,4,145,ND,59,591,-1367,15350,ND,-392,0,472,198
7/31/2016,Brazil,30309,ND,-167,0,-11,516,ND,76,8,-54,788,ND,-54,191,-70,5303,ND,3976,232,-1216,241589
7/31/2016,Chile,30406,ND,0,0,26,56,ND,-11,29,52,2659,ND,-1060,760,-502,19891,ND,646,27,-400,27948
7/31/2016,Colombia,30503,ND,-40,1,18,1327,ND,-67,19,146,1770,ND,-39,483,-2223,11250,ND,-1907,30,825,30021
7/31/2016,CostaRica,30589,ND,0,0,0,22,ND,-9,2,-4,189,ND,-20,31,-113,734,ND,250,2,73,2329
7/31/2016,Guatemala,31208,ND,-1,0,2,34,ND,4,5,3,408,ND,8,11,3,311,ND,-7,2,-101,2445
7/31/2016,Mexico,31704,ND,417,15,99,22326,ND,33,29,-19,2752,ND,-887,1305,641,36566,ND,-429,38,116,38888
7/31/2016,Panama,31887,ND,13,1,40,1487,ND,229,56,2,5296,ND,-13,417,-51,11698,ND,220,1,-200,682
7/31/2016,Peru,32204,ND,-242,2,-1,2894,ND,-57,23,6,2101,ND,379,344,-289,9793,ND,364,12,-170,12645
7/31/2016,TrinidadTobago,32409,ND,-32,1,63,1168,ND,19,33,-5,2969,ND,-13,85,-43,2244,ND,-150,3,152,2835
7/31/2016,Uruguay,32603,ND,164,0,-153,291,ND,16,17,-4,1444,ND,-39,71,-35,1852,ND,-13,5,29,4754
7/31/2016,Venezuela,32719,ND,-2,0,-6,100,ND,21,20,-17,1932,ND,-33,113,-16,3138,ND,8,0,-12,248
7/31/2016,CaribTotal,34401,ND,4224,43,-3404,66454,ND,-48,6629,5270,604219,ND,1946,37949,-19325,1051944,ND,-508,252,-2420,256472
7/31/2016,Aruba,35254,ND,-8,0,-1,128,ND,-1,4,8,377,ND,-1,12,25,377,ND,-2,0,-5,119
7/31/2016,Bahamas,35319,ND,918,1,-765,2602,ND,83,134,234,12370,ND,935,640,408,19363,ND,-2455,6,2124,6210
7/31/2016,Bermuda,35602,ND,108,20,-476,28372,ND,-415,1292,-233,115137,ND,1521,3171,-3558,87393,ND,212,49,-89,50371
7/31/2016,BritishVI,35807,ND,-41,1,87,883,ND,-167,220,-252,20014,ND,4057,3863,-3160,109922,ND,182,19,825,21052
7/31/2016,Cayman,36137,ND,3216,20,-2171,32141,ND,366,4731,5632,430319,ND,-4662,29289,-11702,809131,ND,2046,171,-5832,171387
7/31/2016,NethAnt,37206,ND,8,0,-9,460,ND,24,11,27,1588,ND,97,113,-62,2043,ND,-4,1,-86,1347
7/31/2016,StKittsNevis,37303,ND,0,0,1,74,ND,10,6,5,497,ND,7,57,26,1542,ND,15,1,-15,574
7/31/2016,CaribBanking,39001,ND,4222,42,-3375,65402,ND,121,6443,5389,583176,ND,1935,37493,-18064,1037715,ND,201,247,-3240,249631
7/31/2016,LATotal,39942,ND,605,20,-289,29574,ND,249,234,119,21787,ND,-1920,3962,-2763,106803,ND,3148,352,-706,364459
7/31/2016,China,41408,ND,2664,136,756,199489,ND,199,176,-383,15890,ND,-570,6527,-788,182907,ND,-20929,1205,-2086,1216267
7/31/2016,HongKong,42005,ND,-173,9,532,13022,ND,357,375,845,34701,ND,875,2734,1210,79418,ND,34,133,2274,139043
7/31/2016,India,42102,ND,0,0,1,1,ND,171,1,-172,34,ND,-201,81,264,2325,ND,121,107,6431,116831
7/31/2016,Indonesia,42218,ND,-56,2,103,3608,ND,6,22,80,2066,ND,-6,11,17,297,ND,661,17,2676,20859
7/31/2016,Israel,42501,ND,-92,2,41,2371,ND,-8,57,-30,5103,ND,-330,1378,291,38690,ND,704,28,-840,28783
7/31/2016,Japan,42609,ND,9057,137,455,206750,ND,818,2091,-1089,189240,ND,1812,15787,1934,447045,ND,4138,1056,3713,1094552
7/31/2016,Korea,43001,ND,-154,35,621,50825,ND,-34,287,1559,27401,ND,581,2744,-643,77644,ND,1408,73,905,77872
7/31/2016,Kuwait,43109,ND,-107,3,24,4862,ND,8,142,439,13359,ND,307,4814,-421,135820,ND,-100,28,-43,28534
7/31/2016,Malaysia,43605,ND,171,7,204,10508,ND,15,22,-22,1961,ND,-123,373,58,10391,ND,326,13,200,13841
7/31/2016,Philippines,44806,ND,0,0,2,25,ND,27,11,48,1047,ND,14,83,12,2354,ND,184,40,-433,41005
7/31/2016,SaudiArabia,45608,ND,-149,5,358,7257,ND,-73,118,-35,10523,ND,200,1295,-1484,35169,ND,901,92,-1826,93946
7/31/2016,Singapore,46019,ND,102,5,642,9090,ND,-895,684,-482,58886,ND,3185,5008,-539,144155,ND,-4317,101,897,99994
7/31/2016,Taiwan,46302,ND,-674,144,738,207371,ND,155,934,-188,81953,ND,-269,1572,1499,45691,ND,2425,180,1725,189221
7/31/2016,Thailand,46418,ND,-39,1,-21,1883,ND,-18,33,5,2947,ND,-6,87,61,2465,ND,-290,19,657,20242
7/31/2016,UAE,46604,ND,21,0,-51,528,ND,20,70,76,6433,ND,19,3184,-718,89240,ND,222,55,-1438,54841
7/31/2016,AsiaTotal,49999,ND,10581,486,4331,718038,ND,578,5048,827,453754,ND,5884,46420,992,1314820,ND,-14557,3198,15411,3290207
7/31/2016,Liberia,53201,ND,-1,0,-6,100,ND,2,2,-4,173,ND,-1,23,-10,513,ND,0,0,-32,400
7/31/2016,Mauritius,53805,ND,0,0,1,55,ND,8,10,86,956,ND,-61,156,193,1186,ND,-8,1,1,915
7/31/2016,SouthAfrica,55719,ND,-30,1,9,1610,ND,-1,5,4,460,ND,100,341,-95,9539,ND,-2698,9,366,6750
7/31/2016,Egypt,57002,ND,-7,0,-6,263,ND,2,1,-4,49,ND,-1,17,-6,464,ND,-4,1,-102,571
7/31/2016,AfricaTotal,59994,ND,-33,2,-2,2532,ND,26,25,50,2320,ND,-1,650,9,14741,ND,-2730,22,232,20143
7/31/2016,Australia,60089,ND,133,2,-126,2523,ND,-97,369,715,32426,ND,406,6257,-1777,175831,ND,-87,23,-856,22905
7/31/2016,NZealand,61689,ND,2,0,8,630,ND,3,27,44,2369,ND,25,448,636,13123,ND,-253,4,-597,3109
7/31/2016,ForeignAll,69995,ND,18010,650,-1983,962341,ND,13834,39831,11612,3557820,ND,27898,227227,-44932,6391976,ND,-11306,5379,-18961,5503125
7/31/2016,IROTotal,79995,ND,-111,6,299,8856,ND,63,138,-63,12815,ND,8,164,125,4082,ND,-1444,56,535,55880
7/31/2016,FOI_All_Countries,99990,ND,-713,308,5187,450455,ND,-1087,1858,-401,173095,ND,4814,30166,-5261,851065,ND,-28154,3657,-6072,3730575
7/31/2016,Total,99996,ND,17875,656,-1659,971198,ND,13800,39969,11632,3570621,ND,27906,227391,-44786,6396085,ND,-12750,5435,-18429,5559002
8/31/2016,Austria,10189,ND,38,0,-30,464,ND,-9,0,45,4067,ND,-134,-10,299,9715,ND,-29,-27,13,4814
8/31/2016,Belgium,10251,ND,-40,-1,-128,4215,ND,-1371,-48,6049,410566,ND,-175,-34,1149,34143,ND,-847,-534,4133,97024
8/31/2016,Denmark,10502,ND,8,0,-11,337,ND,113,-3,205,25698,ND,55,-74,-1844,70509,ND,-93,-122,411,21805
8/31/2016,Finland,10707,ND,17,0,-15,16,ND,-14,-1,10,5648,ND,-3,-22,1086,23025,ND,-223,-57,-7,9882
8/31/2016,France,10804,ND,505,-1,-503,3194,ND,376,-6,1125,53969,ND,1236,-125,-1076,125876,ND,13241,-277,-6607,58061
8/31/2016,Germany,11002,ND,-293,-1,665,5055,ND,668,-13,3002,120413,ND,-685,-169,3627,168693,ND,573,-419,6333,80818
8/31/2016,Greece,11207,ND,0,0,20,47,ND,2,0,10,274,ND,-62,-2,-68,1788,ND,-20,-8,5,1327
8/31/2016,Ireland,11401,ND,-434,-12,718,49571,ND,-1233,-32,6290,306081,ND,-703,-248,5145,247941,ND,-4608,-1332,-4133,226041
8/31/2016,Italy,11509,ND,-186,0,-150,1693,ND,88,-1,-6,10821,ND,6,-26,611,25535,ND,-671,-228,136,39717
8/31/2016,Luxembourg,11703,ND,530,-8,530,32634,ND,735,-62,6446,546952,ND,-1198,-544,-6222,526229,ND,-4042,-981,268,169223
8/31/2016,Netherlands,12106,ND,559,-3,-238,11283,ND,216,-8,205,69941,ND,96,-229,9389,234371,ND,-558,-257,524,45354
8/31/2016,Norway,12203,ND,-47,0,-17,312,ND,732,-5,-274,46509,ND,-14,-213,534,209124,ND,-1115,-296,2260,53431
8/31/2016,Portugal,12319,ND,-3,0,-139,116,ND,3,0,-9,424,ND,-15,-3,27,2661,ND,-25,-29,162,5224
8/31/2016,Spain,12505,ND,13,0,414,1373,ND,-46,0,30,3181,ND,-113,-13,857,13962,ND,-419,-214,516,37840
8/31/2016,Sweden,12602,ND,1,0,7,152,ND,-29,-1,60,7251,ND,-36,-121,1492,119787,ND,-1862,-220,2048,38936
8/31/2016,Switzerland,12688,ND,-424,-4,586,16564,ND,710,-15,1554,139681,ND,-812,-376,-186,366486,ND,-1260,-1185,266,207894
8/31/2016,Turkey,12807,ND,0,0,0,0,ND,0,0,0,50,ND,4,-1,-12,536,ND,-3309,-147,466,23145
8/31/2016,UK,13005,ND,3721,-2,-3296,9899,ND,7055,-53,-1091,455367,ND,7116,-777,-4328,763396,ND,-8426,-1027,4168,175881
8/31/2016,Guernsey,13006,ND,0,0,15,384,ND,15,0,-9,4518,ND,-120,-29,1002,29318,ND,85,-28,-157,4853
8/31/2016,Jersey,13007,ND,52,0,-60,251,ND,-46,0,-51,4454,ND,-21,-17,-195,17061,ND,18,-11,-27,1938
8/31/2016,Poland,15768,ND,0,0,,,ND,0,0,0,480,ND,-2,-3,502,2950,ND,-447,-191,570,33834
8/31/2016,Russia,16101,ND,0,0,,,ND,3,0,8,130,ND,-14,0,17,346,ND,-2656,-491,1014,85114
8/31/2016,EuroArea,16713,ND,694,-26,1055,109593,ND,-593,-171,22922,1532041,ND,-1738,-1429,14789,1413943,ND,2324,-4373,1188,774236
8/31/2016,EurTotal,19992,ND,3954,-33,-1619,138967,ND,7858,-250,23699,2224663,ND,4478,-3052,11642,3009021,ND,-17652,-8341,12575,1466615
8/31/2016,Canada,29998,ND,599,-1,-623,5869,ND,-1895,-18,2573,165058,ND,64,-730,10846,727210,ND,9642,-374,-8188,66866
8/31/2016,Argentina,30104,ND,-3,0,-5,28,ND,-269,0,259,1460,ND,-98,-5,-2,4473,ND,-8,-4,17,523
8/31/2016,Barbados,30155,ND,38,0,0,413,ND,98,-2,-544,19157,ND,220,-2,-55,1905,ND,-18,-7,792,1994
8/31/2016,Anguilla,30228,ND,23,0,-23,1,ND,0,0,-2,142,ND,-96,-16,-281,14958,ND,-183,-1,227,240
8/31/2016,Brazil,30309,ND,0,0,64,580,ND,-70,0,59,777,ND,261,-5,-436,5123,ND,360,-1361,4602,245190
8/31/2016,Chile,30406,ND,0,0,25,81,ND,-81,0,158,2736,ND,11,-20,-129,19753,ND,-363,-158,-501,26926
8/31/2016,Colombia,30503,ND,-11,0,9,1325,ND,21,0,89,1880,ND,126,-12,386,11751,ND,-2048,-169,1054,28858
8/31/2016,CostaRica,30589,ND,0,0,0,22,ND,23,0,-10,202,ND,-6,-1,8,735,ND,120,-13,-144,2292
8/31/2016,Guatemala,31208,ND,0,0,2,36,ND,6,0,29,443,ND,-3,0,3,311,ND,-125,-14,98,2404
8/31/2016,Mexico,31704,ND,527,-5,865,23713,ND,150,0,-40,2861,ND,359,-37,929,37816,ND,1160,-220,-2769,37059
8/31/2016,Panama,31887,ND,25,0,-70,1441,ND,223,-1,81,5599,ND,-284,-12,259,11661,ND,-365,-4,327,640
8/31/2016,Peru,32204,ND,10,-1,-3,2900,ND,-27,0,12,2086,ND,59,-10,-124,9718,ND,428,-71,-48,12954
8/31/2016,TrinidadTobago,32409,ND,-16,0,-6,1146,ND,-1,0,35,3002,ND,30,-2,95,2367,ND,-44,-16,4,2778
8/31/2016,Uruguay,32603,ND,33,0,-9,315,ND,16,0,-106,1354,ND,-26,-2,-41,1783,ND,38,-27,-21,4743
8/31/2016,Venezuela,32719,ND,-14,0,-5,80,ND,41,0,-11,1962,ND,-69,-3,15,3081,ND,3,-1,-7,243
8/31/2016,CaribTotal,34401,ND,107,-15,645,67191,ND,4464,-66,7387,616004,ND,280,-1074,16007,1067158,ND,13224,-1447,-12489,255760
8/31/2016,Aruba,35254,ND,-5,0,11,134,ND,-7,0,19,390,ND,-2,0,31,405,ND,-14,-1,-28,77
8/31/2016,Bahamas,35319,ND,2582,0,-2478,2705,ND,1315,-1,-413,13271,ND,-293,-20,-975,18076,ND,1317,-35,-1,7491
8/31/2016,Bermuda,35602,ND,-87,-7,540,28818,ND,807,-13,391,116323,ND,-300,-89,4210,91214,ND,2511,-283,-1561,51038
8/31/2016,BritishVI,35807,ND,-16,0,15,883,ND,63,-2,-102,19972,ND,248,-112,-1128,108930,ND,-99,-118,-1932,18903
8/31/2016,Cayman,36137,ND,-2435,-7,2735,32434,ND,2147,-47,7849,440268,ND,626,-826,14061,822992,ND,10186,-969,-10376,170229
8/31/2016,NethAnt,37206,ND,28,0,10,498,ND,20,0,-43,1565,ND,-105,-3,40,1974,ND,-327,-5,364,1378
8/31/2016,StKittsNevis,37303,ND,-7,0,-4,63,ND,6,0,14,518,ND,-19,-2,8,1529,ND,-18,-3,16,569
8/31/2016,CaribBanking,39001,ND,96,-15,731,66214,ND,4576,-64,7765,595453,ND,-108,-1062,16409,1052954,ND,13223,-1415,-13181,248258
8/31/2016,LATotal,39942,ND,618,-7,816,31001,ND,204,-2,362,22351,ND,345,-109,909,107947,ND,-817,-2055,2728,364315
8/31/2016,China,41408,ND,-5495,-48,730,194676,ND,1664,-2,-1192,16359,ND,39,-186,-2219,180540,ND,-17393,-6854,-9538,1182483
8/31/2016,HongKong,42005,ND,-223,-3,439,13235,ND,544,-4,561,35801,ND,-4658,-81,5620,80299,ND,2920,-784,-231,140948
8/31/2016,India,42102,ND,1,0,-1,1,ND,94,0,-92,37,ND,-142,-2,181,2362,ND,-3348,-658,3482,116307
8/31/2016,Indonesia,42218,ND,-199,-1,41,3449,ND,13,0,-2,2076,ND,3,0,-4,296,ND,935,-117,-436,21240
8/31/2016,Israel,42501,ND,-61,-1,-24,2286,ND,-46,-1,-43,5014,ND,-629,-40,832,38854,ND,-1548,-162,-860,26213
8/31/2016,Japan,42609,ND,7646,-50,7800,222146,ND,1071,-20,968,191258,ND,681,-458,1727,448995,ND,-9274,-6167,6062,1085173
8/31/2016,Korea,43001,ND,-13,-12,-127,50673,ND,1023,-3,42,28463,ND,934,-79,1183,79682,ND,1317,-439,2761,81511
8/31/2016,Kuwait,43109,ND,185,-1,388,5434,ND,277,-1,1616,15250,ND,229,-138,867,136778,ND,163,-161,-288,28248
8/31/2016,Malaysia,43605,ND,923,-3,96,11525,ND,-1,0,112,2072,ND,83,-11,117,10581,ND,-734,-78,488,13516
8/31/2016,Philippines,44806,ND,0,0,-7,17,ND,3,0,-28,1022,ND,-2,-2,12,2361,ND,553,-231,-1834,39493
8/31/2016,SaudiArabia,45608,ND,-257,-2,-166,6832,ND,-148,-1,130,10505,ND,-63,-36,902,35973,ND,861,-531,-2786,91491
8/31/2016,Singapore,46019,ND,-117,-2,639,9611,ND,395,-7,-377,58897,ND,449,-147,-5193,139264,ND,2662,-566,30,102120
8/31/2016,Taiwan,46302,ND,-956,-50,1186,207552,ND,1163,-9,586,83694,ND,279,-46,247,46171,ND,-1355,-1066,520,187320
8/31/2016,Thailand,46418,ND,14,0,-50,1847,ND,7,0,16,2969,ND,104,-3,-74,2493,ND,-511,-114,-54,19563
8/31/2016,UAE,46604,ND,-41,0,20,507,ND,-25,-1,25,6432,ND,33,-91,1121,90303,ND,465,-310,-586,54410
8/31/2016,AsiaTotal,49999,ND,1404,-173,10803,730072,ND,6048,-50,2302,462055,ND,-2392,-1342,5388,1316475,ND,-25532,-18544,-2093,3244038
8/31/2016,Liberia,53201,ND,-1,0,1,100,ND,1,0,1,175,ND,-9,-1,-1,502,ND,-54,-2,-41,303
8/31/2016,Mauritius,53805,ND,3,0,0,58,ND,1,0,80,1037,ND,-17,-4,273,1438,ND,-16,-5,3,897
8/31/2016,SouthAfrica,55719,ND,-20,0,-14,1576,ND,-11,0,-19,429,ND,-18,-10,204,9715,ND,-1021,-38,1936,7627
8/31/2016,Egypt,57002,ND,-3,0,-10,250,ND,-3,0,-20,25,ND,-3,0,2,463,ND,-9,-3,-348,211
8/31/2016,AfricaTotal,59994,ND,-18,-1,-35,2479,ND,-20,0,47,2347,ND,-37,-18,433,15118,ND,-1400,-113,1689,20319
8/31/2016,Australia,60089,ND,119,-1,216,2857,ND,543,-4,2995,35960,ND,379,-179,16962,192994,ND,560,-129,1677,25013
8/31/2016,NZealand,61689,ND,12,0,-4,637,ND,29,0,114,2512,ND,1,-14,630,13740,ND,107,-18,2156,5355
8/31/2016,ForeignAll,69995,ND,6798,-231,10181,979089,ND,17221,-393,40566,3615213,ND,3092,-6520,62738,6451286,ND,-21870,-31021,-1917,5448316
8/31/2016,IROTotal,79995,ND,-191,-2,857,9519,ND,41,-1,136,12992,ND,17,-5,-262,3832,ND,-915,-317,-2366,52282
8/31/2016,FOI_All_Countries,99990,ND,-6529,-108,4771,448589,ND,1187,-18,1576,175841,ND,-472,-867,-2045,847681,ND,-42058,-21012,4957,3672462
8/31/2016,Total,99996,ND,6578,-233,11069,988612,ND,17166,-395,40782,3628175,ND,3109,-6525,62421,6455090,ND,-22785,-31338,-4298,5500581
9/30/2016,Austria,10189,ND,34,0,-6,492,ND,-15,-11,25,4066,ND,52,-4,19,9782,ND,-78,-9,203,4930
9/30/2016,Belgium,10251,ND,-41,2,43,4219,ND,-1933,-1209,4362,411785,ND,7,-15,980,35115,ND,-532,-182,-4570,91740
9/30/2016,Denmark,10502,ND,-8,0,16,345,ND,-77,-70,-119,25431,ND,101,-31,2377,72956,ND,-2207,-41,-3607,15950
9/30/2016,Finland,10707,ND,-3,0,1,14,ND,-44,-15,138,5726,ND,-23,-10,490,23482,ND,-238,-18,768,10393
9/30/2016,France,10804,ND,-127,2,217,3285,ND,-147,-153,1588,55256,ND,-4620,-54,1671,122872,ND,7952,-104,-6828,59082
9/30/2016,Germany,11002,ND,-549,2,729,5237,ND,-226,-330,867,120724,ND,207,-74,-9732,159093,ND,-947,-151,1548,81268
9/30/2016,Greece,11207,ND,-5,0,-2,39,ND,0,-1,0,273,ND,-13,-1,-16,1758,ND,13,-2,-50,1288
9/30/2016,Ireland,11401,ND,185,24,-2443,47338,ND,-1437,-821,4030,307854,ND,-102,-109,536,248266,ND,-1702,-423,7643,231559
9/30/2016,Italy,11509,ND,-16,1,-202,1475,ND,56,-29,496,11343,ND,58,-11,-164,25418,ND,-577,-74,1977,41043
9/30/2016,Luxembourg,11703,ND,-130,16,-240,32280,ND,-1042,-1558,7459,551811,ND,-768,-232,-1417,523812,ND,1509,-316,4736,175151
9/30/2016,Netherlands,12106,ND,475,5,-917,10847,ND,-265,-191,732,70216,ND,189,-103,-1147,233310,ND,-781,-85,770,45259
9/30/2016,Norway,12203,ND,-13,0,23,323,ND,264,-127,-83,46563,ND,-242,-92,-590,208200,ND,-557,-100,3421,56196
9/30/2016,Portugal,12319,ND,-8,0,145,253,ND,10,-1,1,433,ND,2,-1,11,2673,ND,39,-10,558,5812
9/30/2016,Spain,12505,ND,36,1,8,1418,ND,108,-9,73,3353,ND,79,-6,-292,13743,ND,-105,-71,-5,37659
9/30/2016,Sweden,12602,ND,-41,0,57,168,ND,15,-20,-32,7214,ND,-78,-53,-1797,117859,ND,-1900,-73,1106,38069
9/30/2016,Switzerland,12688,ND,-824,8,4937,20685,ND,52,-383,-590,138761,ND,-288,-162,-3320,362717,ND,1844,-389,135,209484
9/30/2016,Turkey,12807,ND,0,0,0,0,ND,-2,0,3,51,ND,2,0,-7,530,ND,-1134,-43,2265,24233
9/30/2016,UK,13005,ND,1787,5,-1015,10677,ND,3480,-1331,-16754,440763,ND,-6979,-337,26336,782416,ND,-22172,-330,34030,187408
9/30/2016,Guernsey,13006,ND,-15,0,4,373,ND,30,-12,-106,4429,ND,-132,-13,-224,28949,ND,23,-9,-8,4859
9/30/2016,Jersey,13007,ND,71,0,15,337,ND,-63,-12,63,4442,ND,152,-7,101,17307,ND,-912,-4,809,1831
9/30/2016,Poland,15768,ND,0,0,,,ND,-21,-1,5,462,ND,15,-1,1568,4531,ND,-1000,-63,713,33484
9/30/2016,Russia,16101,ND,0,0,,,ND,3,0,-6,126,ND,-5,0,13,354,ND,-9803,-159,501,75653
9/30/2016,EuroArea,16713,ND,-151,53,-3037,106458,ND,-4956,-4333,19510,1542261,ND,-4927,-622,-9041,1399353,ND,4535,-1449,6744,784066
9/30/2016,EurTotal,19992,ND,766,67,949,140749,ND,-1422,-6308,1685,2218618,ND,-12412,-1324,15234,3010519,ND,-32971,-2742,46041,1476942
9/30/2016,Canada,29998,ND,1902,2,1129,8902,ND,-2149,-463,3438,165884,ND,1374,-320,-3679,724585,ND,-625,-126,6031,72146
9/30/2016,Argentina,30104,ND,-4,0,0,25,ND,-17,-4,-24,1415,ND,-37,-2,-12,4423,ND,148,-1,-143,527
9/30/2016,Barbados,30155,ND,0,0,-7,406,ND,24,-42,-406,18734,ND,-120,-1,385,2169,ND,20,-4,-359,1652
9/30/2016,Anguilla,30228,ND,30,0,-30,1,ND,-1,0,14,155,ND,715,-7,1181,16848,ND,-1303,0,1257,193
9/30/2016,Brazil,30309,ND,16,0,-16,580,ND,-10,-2,-8,757,ND,218,-2,-204,5134,ND,464,-458,2354,247551
9/30/2016,Chile,30406,ND,0,0,-21,59,ND,-100,-7,96,2724,ND,-124,-9,812,20433,ND,-295,-50,-573,26007
9/30/2016,Colombia,30503,ND,9,1,91,1425,ND,30,-5,-35,1870,ND,-335,-5,119,11529,ND,-361,-54,-593,27850
9/30/2016,CostaRica,30589,ND,-5,0,-2,15,ND,5,-1,3,209,ND,9,0,-6,738,ND,-19,-4,-166,2103
9/30/2016,Guatemala,31208,ND,16,0,75,127,ND,6,-1,80,528,ND,-4,0,8,315,ND,31,-4,43,2473
9/30/2016,Mexico,31704,ND,-525,11,-686,22513,ND,9,-7,-49,2814,ND,-346,-17,-61,37392,ND,3096,-69,-165,39921
9/30/2016,Panama,31887,ND,-9,1,58,1490,ND,55,-15,5,5644,ND,-50,-5,-65,11541,ND,186,-1,-247,578
9/30/2016,Peru,32204,ND,60,1,-99,2862,ND,-91,-5,88,2077,ND,32,-4,20,9766,ND,-570,-24,4,12364
9/30/2016,TrinidadTobago,32409,ND,-17,1,-1,1129,ND,-10,-8,-9,2975,ND,12,-1,-8,2370,ND,22,-5,-35,2760
