date,country_name,country_code,ftot_agcy_survey_pos,ftot_agcy_adj_net_flow,ftot_agcy_adj_val_chg,ftot_agcy_monthly_gap,ftot_agcy_est_pos,ftot_corp_survey_pos,ftot_corp_adj_net_flow,ftot_corp_adj_val_chg,ftot_corp_monthly_gap,ftot_corp_est_pos,ftot_stk_survey_pos,ftot_stk_adj_net_flow,ftot_stk_adj_val_chg,ftot_stk_monthly_gap,ftot_stk_est_pos,ftot_treas_survey_pos,ftot_treas_adj_net_flow,ftot_treas_adj_val_chg,ftot_treas_monthly_gap,ftot_treas_est_pos
2/28/2014,HongKong,42005,ND,-1463,37,-366,19501,ND,29,119,-49,11668,ND,-112,2980,832,70593,ND,11220,46,2800,81719
2/28/2014,India,42102,ND,0,0,0,3,ND,9,1,-9,41,ND,-106,83,153,1926,ND,-932,44,-61,64384
2/28/2014,Indonesia,42218,ND,2,5,-49,2655,ND,-1,7,-23,691,ND,1,19,-119,320,ND,-456,13,-695,17415
2/28/2014,Israel,42501,ND,-106,5,-237,2684,ND,32,37,-128,3221,ND,249,1429,-401,32808,ND,2101,12,200,19291
2/28/2014,Japan,42609,ND,-1497,308,1585,180355,ND,-208,1761,537,168158,ND,825,14839,396,349373,ND,3980,773,4563,1150586
2/28/2014,Korea,43001,ND,-693,83,-552,47311,ND,79,143,-106,13595,ND,337,2023,648,48870,ND,46,31,679,46657
2/28/2014,Kuwait,43109,ND,-42,6,-193,3269,ND,-139,93,5,8773,ND,24,5354,-1045,125446,ND,-79,18,27,25952
2/28/2014,Malaysia,43605,ND,-105,23,-158,13171,ND,-40,35,-18,3293,ND,107,477,196,11407,ND,-91,7,-718,9257
2/28/2014,Philippines,44806,ND,51,0,-48,21,ND,1,4,10,346,ND,5,66,9,1540,ND,301,25,585,38432
2/28/2014,SaudiArabia,45608,ND,-284,13,246,7235,ND,-1015,129,1749,12906,ND,-66,3318,-608,77258,ND,-174,53,-629,77709
2/28/2014,Singapore,46019,ND,-138,8,92,4553,ND,-239,587,997,56983,ND,-79,6098,364,144047,ND,-36,57,1849,84998
2/28/2014,Taiwan,46302,ND,-447,240,1672,141733,ND,-152,412,-230,39281,ND,-293,1176,11,27218,ND,-1573,120,2618,178066
2/28/2014,Thailand,46418,ND,24,0,2,197,ND,3,9,73,910,ND,-84,139,-34,3056,ND,-585,10,-541,13541
2/28/2014,UAE,46604,ND,96,1,46,895,ND,5,63,8,6104,ND,221,3924,112,93553,ND,82,22,441,32957
2/28/2014,AsiaTotal,49999,ND,164,1084,244,636442,ND,-1859,3668,2966,351617,ND,1201,55763,3358,1315866,ND,34869,2123,-11937,3157017
2/28/2014,Liberia,53201,ND,-1,0,-1,54,ND,-43,2,29,144,ND,9,30,-8,705,ND,3,0,-1,169
2/28/2014,Mauritius,53805,ND,0,0,-1,60,ND,6,1,-3,114,ND,-88,93,293,2392,ND,6,0,-6,171
2/28/2014,SouthAfrica,55719,ND,-2,1,32,464,ND,-4,4,-4,369,ND,-36,234,60,5411,ND,-454,8,398,11366
2/28/2014,Egypt,57002,ND,-3,0,-9,32,ND,-3,1,-55,74,ND,-7,17,9,377,ND,-29,3,41,3784
2/28/2014,AfricaTotal,59994,ND,-67,2,16,970,ND,-46,21,-31,1817,ND,-138,518,330,12240,ND,-584,20,-145,29030
2/28/2014,Australia,60089,ND,24,4,-389,2153,ND,595,287,301,27224,ND,632,7130,-2315,162782,ND,-774,13,-984,17873
2/28/2014,NZealand,61689,ND,-2,1,-2,575,ND,-98,20,89,2011,ND,50,457,175,10763,ND,-421,3,682,4569
2/28/2014,ForeignAll,69995,ND,-5358,1460,4062,851593,ND,-3788,30100,29060,2864591,ND,-901,254804,64134,6040513,ND,90657,3453,-53009,5129104
2/28/2014,IROTotal,79995,ND,-86,11,-291,6136,ND,13,133,-124,12793,ND,13,198,-226,4487,ND,-202,46,4602,72728
2/28/2014,FOI_All_Countries,99990,ND,-1152,777,-3936,451260,ND,-511,1493,3107,147338,ND,-48,39139,2864,921417,ND,16576,2489,-12270,3677074
2/28/2014,Total,99996,ND,-5453,1471,3776,857717,ND,-3781,30233,28950,2877366,ND,-888,255002,63906,6044989,ND,90455,3499,-48409,5201832
3/31/2014,Austria,10189,ND,-6,-1,-39,194,ND,32,-8,185,2986,ND,3,48,-621,8140,ND,-49,-12,-63,3090
3/31/2014,Belgium,10251,ND,-38,-35,-16,6868,ND,-1261,-942,9213,297234,ND,-81,167,-310,30680,ND,-2633,-1213,52378,368912
3/31/2014,Denmark,10502,ND,-6,0,0,78,ND,-108,-84,714,28162,ND,121,283,-167,53182,ND,785,-50,-153,13882
3/31/2014,Finland,10707,ND,0,0,-1,16,ND,-35,-13,129,3739,ND,-4,97,87,18614,ND,-373,-17,424,4530
3/31/2014,France,10804,ND,-398,-28,399,5615,ND,-3172,-125,2773,40616,ND,5370,794,5148,159366,ND,9177,-172,-5868,47545
3/31/2014,Germany,11002,ND,38,-27,984,5592,ND,141,-302,2513,105792,ND,469,691,830,131646,ND,-913,-216,2192,58078
3/31/2014,Greece,11207,ND,0,0,-1,28,ND,0,-6,3,2150,ND,-7,19,107,3640,ND,-41,-4,63,1000
3/31/2014,Ireland,11401,ND,-1587,-233,-258,42077,ND,-1377,-636,5525,220540,ND,230,1043,1248,194420,ND,1104,-516,-2771,127453
3/31/2014,Italy,11509,ND,-91,-5,-18,951,ND,-131,-32,374,11698,ND,205,139,-240,25741,ND,-400,-116,648,30703
3/31/2014,Luxembourg,11703,ND,-313,-94,-707,19131,ND,-43,-1422,9967,467560,ND,21169,2556,-13747,485543,ND,-2431,-388,4343,103532
3/31/2014,Netherlands,12106,ND,-178,-39,467,7847,ND,-647,-180,-483,58728,ND,113,986,2115,187101,ND,-791,-105,3298,29773
3/31/2014,Norway,12203,ND,0,-1,1,165,ND,1524,-89,-317,30526,ND,-273,891,-151,166674,ND,-2620,-334,910,86408
3/31/2014,Portugal,12319,ND,0,0,-6,36,ND,8,-1,1,541,ND,-78,18,-11,3361,ND,46,-12,132,3252
3/31/2014,Spain,12505,ND,49,-3,-76,524,ND,47,-7,-35,2543,ND,-61,52,37,9724,ND,-1922,-86,1490,22197
3/31/2014,Sweden,12602,ND,-8,-2,11,310,ND,-53,-28,-53,9184,ND,1089,558,11,105935,ND,5,-104,475,27815
3/31/2014,Switzerland,12688,ND,-436,-84,-100,15603,ND,-222,-313,1842,108084,ND,-1343,1688,1839,316884,ND,987,-553,6662,153191
3/31/2014,Turkey,12807,ND,1,0,,,ND,-2,0,1,43,ND,18,2,-25,309,ND,954,-93,8,25455
3/31/2014,UK,13005,ND,-959,-63,-748,9735,ND,11587,-1216,-15220,370161,ND,37252,3896,-43609,726077,ND,17373,-552,-20399,140524
3/31/2014,Guernsey,13006,ND,0,-3,27,553,ND,-207,-13,314,4299,ND,267,121,-238,21984,ND,-268,-19,377,5092
3/31/2014,Jersey,13007,ND,-74,-1,135,278,ND,-165,-19,-342,5887,ND,-81,85,85,16167,ND,110,-4,-39,1158
3/31/2014,Poland,15768,ND,0,-1,1,280,ND,0,-1,4,374,ND,-32,12,44,2286,ND,63,-116,-282,30320
3/31/2014,Russia,16101,ND,0,0,,,ND,3,-2,25,653,ND,-33,3,73,630,ND,-141,-477,-25197,100396
3/31/2014,EuroArea,16713,ND,-2517,-468,938,89541,ND,-6436,-3681,30415,1213848,ND,27356,6626,-5616,1257951,ND,1007,-2861,55483,799252
3/31/2014,EurTotal,19992,ND,-4019,-627,152,117897,ND,6217,-5464,16940,1779398,ND,63899,14245,-47414,2685221,ND,17964,-5288,18149,1417967
3/31/2014,Canada,29998,ND,-185,-18,339,3895,ND,-492,-435,117,139752,ND,1886,3888,-2296,731038,ND,1594,-164,-1792,42929
3/31/2014,Argentina,30104,ND,4,0,-2,44,ND,2,-5,-24,1657,ND,-40,26,-19,4534,ND,47,-6,-17,1529
3/31/2014,Barbados,30155,ND,83,-2,-163,289,ND,45,-18,-216,6094,ND,-7,7,-19,1168,ND,110,-9,-157,2363
3/31/2014,Anguilla,30228,ND,40,0,-42,56,ND,58,0,-62,139,ND,-619,105,-23,19121,ND,-220,0,220,3
3/31/2014,Brazil,30309,ND,-569,-7,-287,445,ND,39,-2,5,539,ND,-406,38,514,6507,ND,8948,-828,-6275,221202
3/31/2014,Chile,30406,ND,-63,0,63,61,ND,-55,-6,56,2176,ND,-271,139,525,26210,ND,-306,-74,550,19629
3/31/2014,Colombia,30503,ND,-88,-5,1,936,ND,-284,-3,353,1108,ND,-289,64,-1067,10509,ND,797,-111,1824,31970
3/31/2014,CostaRica,30589,ND,0,0,-4,65,ND,12,-1,11,214,ND,10,4,-60,658,ND,150,-3,-12,1059
3/31/2014,Guatemala,31208,ND,0,0,0,10,ND,-5,0,4,128,ND,-2,1,-3,241,ND,27,-12,-179,3122
3/31/2014,Mexico,31704,ND,-496,-119,-6,23130,ND,53,-10,-76,3253,ND,423,202,-148,38169,ND,-1808,-155,367,39338
3/31/2014,Panama,31887,ND,29,-6,-77,1115,ND,-37,-10,67,3542,ND,120,58,125,10921,ND,58,-2,-121,451
3/31/2014,Peru,32204,ND,-602,-15,44,2300,ND,6,-4,251,1751,ND,-22,47,42,8795,ND,112,-50,-113,13222
3/31/2014,TrinidadTobago,32409,ND,-29,-4,-50,856,ND,-2,-7,9,2289,ND,-2,12,46,2311,ND,56,-13,59,3437
3/31/2014,Uruguay,32603,ND,47,-2,-5,342,ND,-31,-3,61,901,ND,12,11,-26,1936,ND,-942,-30,-152,6684
3/31/2014,Venezuela,32719,ND,-3,-1,5,201,ND,22,-5,-13,1822,ND,7,15,-16,2716,ND,24,-14,-58,1946
3/31/2014,CaribTotal,34401,ND,-1111,-270,120,53262,ND,1789,-1496,-181,501009,ND,-15746,5566,-12410,1018262,ND,-30479,-536,37218,154812
3/31/2014,Aruba,35254,ND,1,-1,11,216,ND,1,0,7,124,ND,-5,3,2,489,ND,0,-1,-55,383
3/31/2014,Bahamas,35319,ND,4,-4,-22,754,ND,77,-13,-22,4323,ND,-973,125,1396,23412,ND,-4507,-11,4507,2990
3/31/2014,Bermuda,35602,ND,-332,-144,-260,29574,ND,607,-298,100,101885,ND,-1223,448,479,84963,ND,-405,-136,1355,43703
3/31/2014,BritishVI,35807,ND,585,-2,-554,552,ND,89,-57,-228,19686,ND,-710,573,465,114931,ND,1909,-38,-1599,10278
3/31/2014,Cayman,36137,ND,-1522,-107,1113,20040,ND,890,-1095,222,364195,ND,-11839,4263,-14249,766930,ND,-27442,-321,32693,90487
3/31/2014,NethAnt,37206,ND,3,-1,21,318,ND,12,-2,46,1232,ND,-429,16,-121,1860,ND,32,-3,76,1444
3/31/2014,StKittsNevis,37303,ND,0,0,-2,48,ND,-5,-1,1,306,ND,30,7,-45,1198,ND,-7,-1,42,404
3/31/2014,CaribBanking,39001,ND,-1233,-264,253,51825,ND,1638,-1476,101,493855,ND,-15054,5483,-12348,1001961,ND,-30355,-512,36899,147330
3/31/2014,LATotal,39942,ND,-1699,-156,-299,28967,ND,-256,-52,692,18127,ND,-432,614,-134,113023,ND,7058,-1295,-4133,342611
3/31/2014,China,41408,ND,-1807,-1056,-1695,207413,ND,-30,-73,29,24239,ND,4,1666,2163,315569,ND,18045,-4800,-14009,1270580
3/31/2014,HongKong,42005,ND,-124,-98,54,19333,ND,371,-34,-224,11781,ND,-378,379,-130,70464,ND,2615,-308,2336,86362
3/31/2014,India,42102,ND,0,0,-1,2,ND,2,0,0,43,ND,-81,11,-30,1825,ND,61,-243,3393,67595
3/31/2014,Indonesia,42218,ND,-64,-13,-103,2475,ND,-2,-2,-23,664,ND,0,2,10,332,ND,184,-66,-681,16852
3/31/2014,Israel,42501,ND,-37,-13,85,2719,ND,-36,-10,78,3253,ND,-14,179,643,33616,ND,526,-73,1325,21069
3/31/2014,Japan,42609,ND,-4083,-902,-2768,172603,ND,-2103,-508,765,166311,ND,-517,1874,-374,350356,ND,9935,-4346,-16151,1140023
3/31/2014,Korea,43001,ND,-561,-236,206,46719,ND,727,-41,-338,13944,ND,2255,260,3082,54467,ND,-885,-176,-2045,43551
3/31/2014,Kuwait,43109,ND,-32,-17,2,3223,ND,-22,-26,41,8765,ND,4,668,65,126183,ND,133,-98,70,26057
3/31/2014,Malaysia,43605,ND,-229,-66,7,12883,ND,39,-10,-33,3289,ND,217,62,-145,11540,ND,257,-35,-415,9064
3/31/2014,Philippines,44806,ND,0,0,1,22,ND,-4,-1,15,356,ND,-2,8,9,1556,ND,994,-145,-1803,37478
3/31/2014,SaudiArabia,45608,ND,-228,-37,-435,6535,ND,-596,-39,961,13231,ND,-92,414,-592,76988,ND,974,-294,2521,80910
3/31/2014,Singapore,46019,ND,-155,-22,86,4461,ND,-8,-171,-875,55929,ND,-5371,768,-1216,138229,ND,3038,-323,636,88350
3/31/2014,Taiwan,46302,ND,-1051,-708,578,140552,ND,112,-117,397,39673,ND,550,147,51,27965,ND,-17,-672,-2633,174744
3/31/2014,Thailand,46418,ND,-85,-1,72,183,ND,16,-3,-102,821,ND,-28,17,5,3049,ND,-326,-51,108,13273
3/31/2014,UAE,46604,ND,-173,-5,25,742,ND,-6,-18,77,6156,ND,-106,495,629,94570,ND,-383,-127,-161,32287
3/31/2014,AsiaTotal,49999,ND,-8645,-3179,-3893,620725,ND,-1479,-1059,762,349840,ND,-3793,7039,4563,1323675,ND,35438,-11927,-24296,3156232
3/31/2014,Liberia,53201,ND,-1,0,1,54,ND,-8,0,-3,133,ND,-5,4,11,715,ND,-1,-1,1,169
3/31/2014,Mauritius,53805,ND,-2,0,-6,53,ND,-8,0,2,108,ND,47,13,105,2557,ND,23,-1,-5,189
3/31/2014,SouthAfrica,55719,ND,-2,-2,35,495,ND,1,-1,-3,366,ND,24,29,45,5509,ND,-403,-43,3643,14563
3/31/2014,Egypt,57002,ND,0,0,2,33,ND,6,0,9,88,ND,1,2,-5,375,ND,-7,-14,-26,3737
3/31/2014,AfricaTotal,59994,ND,1,-5,17,984,ND,-9,-6,-40,1762,ND,57,66,172,12535,ND,-520,-110,3340,31740
3/31/2014,Australia,60089,ND,-118,-11,-37,1986,ND,-369,-85,995,27765,ND,1109,888,-1700,163079,ND,-945,-68,112,16972
3/31/2014,NZealand,61689,ND,-32,-3,30,571,ND,-1,-6,10,2015,ND,3,59,189,11013,ND,3,-17,-184,4370
3/31/2014,ForeignAll,69995,ND,-15807,-4269,-3466,828052,ND,5403,-8741,20379,2881632,ND,47084,32373,-58523,6061447,ND,30122,-19406,28390,5168210
3/31/2014,IROTotal,79995,ND,-105,-31,201,6201,ND,-91,-38,-76,12588,ND,-50,24,-149,4313,ND,-268,-275,9351,81537
3/31/2014,FOI_All_Countries,99990,ND,-5157,-2251,-3597,440255,ND,940,-436,2459,150300,ND,-5192,4937,3190,924351,ND,12058,-13903,-9069,3666160
3/31/2014,Total,99996,ND,-15920,-4300,-3256,834241,ND,5307,-8779,20318,2894212,ND,47034,32397,-58678,6065742,ND,29854,-19681,37738,5249743
4/30/2014,Austria,10189,ND,-2,1,7,201,ND,-311,25,217,2916,ND,80,40,1234,9494,ND,-219,8,244,3122
4/30/2014,Belgium,10251,ND,-108,45,-7,6798,ND,-1372,2681,3209,301752,ND,-374,151,629,31085,ND,-669,950,-13607,355586
4/30/2014,Denmark,10502,ND,-1,0,-14,63,ND,121,236,168,28687,ND,288,257,-308,53419,ND,639,36,158,14715
4/30/2014,Finland,10707,ND,20,0,-20,16,ND,4,36,-50,3729,ND,114,89,164,18981,ND,41,12,-117,4466
4/30/2014,France,10804,ND,351,36,-465,5537,ND,-499,342,723,41181,ND,30,775,-7501,152670,ND,8851,126,-4873,51649
4/30/2014,Germany,11002,ND,186,43,-1518,4302,ND,5,855,174,106826,ND,-637,636,965,132609,ND,-1755,150,1981,58454
4/30/2014,Greece,11207,ND,0,0,0,29,ND,-2,18,14,2180,ND,43,18,-29,3671,ND,-32,3,15,986
4/30/2014,Ireland,11401,ND,-2277,289,-1812,38277,ND,-1075,1790,881,222136,ND,438,960,-772,195046,ND,2538,347,3024,133362
4/30/2014,Italy,11509,ND,-96,6,1,862,ND,-22,90,92,11859,ND,-121,127,297,26043,ND,-293,79,1251,31739
4/30/2014,Luxembourg,11703,ND,-866,115,1430,19810,ND,-1216,4015,4607,474966,ND,287,2367,-7595,480602,ND,-1138,268,4374,107036
4/30/2014,Netherlands,12106,ND,-184,52,435,8150,ND,38,489,486,59742,ND,-86,909,-406,187518,ND,-2191,77,4827,32487
4/30/2014,Norway,12203,ND,1,1,-4,164,ND,602,257,-222,31163,ND,666,811,-791,167360,ND,-3418,222,772,83985
4/30/2014,Portugal,12319,ND,0,1,-7,30,ND,1,4,-22,524,ND,137,16,-164,3350,ND,-57,8,27,3230
4/30/2014,Spain,12505,ND,19,3,-5,541,ND,-73,21,81,2572,ND,24,48,-42,9754,ND,-1103,57,523,21675
4/30/2014,Sweden,12602,ND,-4,2,-30,278,ND,-15,77,743,9989,ND,677,514,-296,106829,ND,476,72,663,29025
4/30/2014,Switzerland,12688,ND,-570,105,489,15627,ND,-634,880,19,108349,ND,-76,1543,-1557,316793,ND,-160,394,2199,155624
4/30/2014,Turkey,12807,ND,0,0,,,ND,1,0,3,48,ND,14,2,-3,322,ND,-68,65,-65,25387
4/30/2014,UK,13005,ND,835,68,6988,17627,ND,529,3341,-3740,370291,ND,1898,3522,-22255,709243,ND,-29775,367,33852,144968
4/30/2014,Guernsey,13006,ND,-19,4,109,647,ND,31,36,425,4791,ND,438,111,607,23140,ND,-1,13,231,5336
4/30/2014,Jersey,13007,ND,-36,1,-91,153,ND,-129,49,51,5857,ND,121,78,-245,16121,ND,20,3,431,1612
4/30/2014,Poland,15768,ND,0,2,-2,280,ND,0,3,37,414,ND,86,11,-97,2286,ND,237,78,-163,30472
4/30/2014,Russia,16101,ND,0,0,,,ND,3,5,-36,625,ND,6,3,-59,580,ND,-851,258,16594,116397
4/30/2014,EuroArea,16713,ND,-2954,594,-2347,84835,ND,-4519,10377,10633,1230340,ND,-30,6148,-13213,1250856,ND,4017,2089,-1784,803573
4/30/2014,EurTotal,19992,ND,-2761,783,5550,121469,ND,-3723,15316,7913,1798905,ND,4189,13071,-38395,2664087,ND,-28187,3680,55197,1448657
4/30/2014,Canada,29998,ND,648,23,-628,3939,ND,262,1197,214,141425,ND,3797,3540,-7502,730873,ND,3442,111,-3112,43369
4/30/2014,Argentina,30104,ND,2,0,3,48,ND,2,13,-47,1624,ND,-6,23,-43,4508,ND,-8,4,42,1567
4/30/2014,Barbados,30155,ND,18,2,70,379,ND,-968,49,-107,5068,ND,3,6,17,1194,ND,-31,6,10,2348
4/30/2014,Anguilla,30228,ND,60,0,-58,58,ND,114,1,-115,139,ND,697,93,-1413,18498,ND,-122,0,132,13
4/30/2014,Brazil,30309,ND,-293,3,395,550,ND,93,5,-69,567,ND,-119,34,176,6598,ND,7883,568,-5055,224599
4/30/2014,Chile,30406,ND,1,0,-2,60,ND,-25,17,27,2195,ND,-289,128,-176,25873,ND,129,51,-274,19534
4/30/2014,Colombia,30503,ND,-24,6,22,940,ND,-324,9,275,1067,ND,163,51,-398,10325,ND,-775,82,542,31820
4/30/2014,CostaRica,30589,ND,0,0,1,66,ND,12,2,2,229,ND,1,3,16,678,ND,52,3,-50,1064
4/30/2014,Guatemala,31208,ND,0,0,0,10,ND,1,1,-8,123,ND,0,1,4,245,ND,21,8,-290,2861
4/30/2014,Mexico,31704,ND,-457,150,-183,22640,ND,100,27,-63,3317,ND,627,186,-533,38448,ND,2133,101,-840,40732
4/30/2014,Panama,31887,ND,-19,7,28,1131,ND,73,29,-113,3531,ND,79,54,11,11064,ND,3,1,-21,435
4/30/2014,Peru,32204,ND,-215,15,-13,2088,ND,-14,14,49,1800,ND,585,43,-164,9259,ND,-285,34,-5,12966
4/30/2014,TrinidadTobago,32409,ND,-10,5,-14,836,ND,-22,20,48,2335,ND,16,11,-71,2267,ND,25,9,-117,3354
4/30/2014,Uruguay,32603,ND,66,2,-84,325,ND,-33,7,33,908,ND,-31,10,-64,1850,ND,-587,17,242,6356
4/30/2014,Venezuela,32719,ND,-1,1,1,203,ND,9,14,11,1856,ND,20,14,21,2771,ND,-35,10,-19,1902
4/30/2014,CaribTotal,34401,ND,-2553,339,2322,53370,ND,-1665,4155,-7319,496179,ND,1158,4915,-13837,1010497,ND,-19733,379,22102,157560
4/30/2014,Aruba,35254,ND,0,1,2,219,ND,-30,1,26,121,ND,2,2,-3,490,ND,-5,1,-102,277
4/30/2014,Bahamas,35319,ND,-76,4,45,727,ND,97,37,-257,4199,ND,-1135,116,-1807,20586,ND,2973,8,-3148,2822
4/30/2014,Bermuda,35602,ND,-186,181,208,29776,ND,75,828,363,103150,ND,-1576,402,1097,84887,ND,-48,92,-24,43724
4/30/2014,BritishVI,35807,ND,-576,3,596,574,ND,133,158,-801,19176,ND,214,517,2568,118230,ND,470,27,-256,10519
4/30/2014,Cayman,36137,ND,-1632,134,1434,19977,ND,-1083,3043,-6457,359697,ND,2874,3743,-13845,759703,ND,-23054,231,25351,93015
4/30/2014,NethAnt,37206,ND,1,1,19,339,ND,-10,5,29,1255,ND,11,11,-87,1795,ND,51,2,117,1614
4/30/2014,StKittsNevis,37303,ND,0,0,-3,45,ND,0,2,12,321,ND,45,6,-29,1221,ND,-6,1,17,416
4/30/2014,CaribBanking,39001,ND,-2489,330,2348,52014,ND,-716,4100,-7352,489887,ND,467,4844,-12579,994693,ND,-19605,361,22041,150127
4/30/2014,LATotal,39942,ND,-880,187,136,28410,ND,-63,146,41,18251,ND,1022,556,-1163,113439,ND,8457,885,-5655,346299
4/30/2014,China,41408,ND,-1083,1338,-547,207120,ND,-255,202,-852,23335,ND,-229,1530,-521,316348,ND,32898,3264,-45761,1260982
4/30/2014,HongKong,42005,ND,-253,126,155,19360,ND,-67,96,219,12029,ND,287,343,204,71298,ND,1847,222,6032,94462
4/30/2014,India,42102,ND,0,0,1,3,ND,12,0,-9,46,ND,-95,9,123,1862,ND,-1067,174,-724,65978
4/30/2014,Indonesia,42218,ND,-73,16,-12,2406,ND,-2,5,-32,636,ND,-8,2,2,328,ND,762,43,-215,17443
4/30/2014,Israel,42501,ND,-35,17,-69,2632,ND,2,28,24,3308,ND,78,167,-63,33797,ND,-511,54,1518,22130
4/30/2014,Japan,42609,ND,-1488,1118,-1602,170631,ND,-3387,1393,2211,166529,ND,-77,1705,877,352862,ND,-3879,2930,11632,1150706
4/30/2014,Korea,43001,ND,-629,302,-1555,44836,ND,-136,116,278,14202,ND,549,262,-454,54824,ND,580,112,1466,45708
4/30/2014,Kuwait,43109,ND,-88,21,64,3220,ND,-110,73,180,8908,ND,-137,608,2973,129627,ND,465,67,2632,29221
4/30/2014,Malaysia,43605,ND,-569,83,-218,12179,ND,19,28,-272,3064,ND,-38,56,105,11663,ND,-117,23,132,9102
4/30/2014,Philippines,44806,ND,26,0,-24,24,ND,-20,3,5,344,ND,-17,8,4,1550,ND,-1351,96,-3280,32943
4/30/2014,SaudiArabia,45608,ND,-396,44,545,6727,ND,-114,111,120,13348,ND,149,374,-2070,75441,ND,1357,209,324,82800
4/30/2014,Singapore,46019,ND,-173,28,142,4458,ND,-267,466,-191,55937,ND,-855,668,909,138951,ND,1122,228,1183,90883
4/30/2014,Taiwan,46302,ND,167,910,1603,143231,ND,-150,329,-382,39470,ND,188,137,905,29194,ND,-1275,449,633,174551
4/30/2014,Thailand,46418,ND,95,1,246,526,ND,-1,7,-35,792,ND,41,15,48,3153,ND,24,34,63,13394
4/30/2014,UAE,46604,ND,-6,5,10,751,ND,-17,51,86,6276,ND,118,453,309,95450,ND,-730,85,323,31965
4/30/2014,AsiaTotal,49999,ND,-4460,4014,-1268,619011,ND,-4475,2922,1315,349602,ND,-136,6420,3047,1333005,ND,30040,8113,-22355,3172030
4/30/2014,Liberia,53201,ND,-1,0,1,53,ND,3,1,-1,136,ND,7,3,15,741,ND,2,0,-2,169
4/30/2014,Mauritius,53805,ND,-3,0,-2,48,ND,5,1,-6,108,ND,44,12,116,2729,ND,-3,0,-1,185
4/30/2014,SouthAfrica,55719,ND,1,3,28,526,ND,1,3,53,424,ND,-20,27,-10,5507,ND,-971,38,483,14112
4/30/2014,Egypt,57002,ND,-5,0,4,32,ND,1,1,9,99,ND,-1,2,6,382,ND,7,10,-18,3736
4/30/2014,AfricaTotal,59994,ND,74,6,-53,1011,ND,20,16,263,2061,ND,73,61,128,12797,ND,-899,82,-887,30036
4/30/2014,Australia,60089,ND,-208,13,629,2421,ND,-456,241,1357,28907,ND,1040,806,264,165189,ND,-223,44,3702,20495
4/30/2014,NZealand,61689,ND,-28,4,44,590,ND,-14,16,15,2033,ND,84,54,287,11438,ND,-34,11,-82,4266
4/30/2014,ForeignAll,69995,ND,-10166,5371,6994,830250,ND,-10056,24379,5008,2900963,ND,11208,29432,-56629,6045457,ND,-7136,13306,49049,5223429
4/30/2014,IROTotal,79995,ND,-55,41,358,6545,ND,-55,104,114,12750,ND,-14,21,22,4342,ND,-3453,210,242,78536
4/30/2014,FOI_All_Countries,99990,ND,-3942,2843,-1517,437639,ND,-340,1232,344,151536,ND,-852,4488,-1246,926742,ND,18890,9432,4705,3699186
4/30/2014,Total,99996,ND,-10230,5411,7363,836786,ND,-10116,24483,5128,2913707,ND,11194,29453,-56610,6049778,ND,-10589,13515,49294,5301963
5/31/2014,Austria,10189,ND,-11,2,6,197,ND,37,15,-11,2958,ND,27,207,115,9843,ND,11,16,-106,3043
5/31/2014,Belgium,10251,ND,-27,64,172,7007,ND,-1693,1718,-2742,299035,ND,397,675,-38,32120,ND,-2819,1870,-2690,351947
5/31/2014,Denmark,10502,ND,-11,0,19,72,ND,28,152,289,29155,ND,483,1143,506,55552,ND,509,77,260,15561
5/31/2014,Finland,10707,ND,-4,0,0,12,ND,-66,23,-23,3662,ND,147,401,34,19562,ND,-327,24,30,4191
5/31/2014,France,10804,ND,545,51,-494,5639,ND,-4835,217,5300,41864,ND,-1526,3279,-4468,149955,ND,-1406,278,3926,54447
5/31/2014,Germany,11002,ND,48,49,635,5035,ND,-396,542,234,107206,ND,-214,2829,-1825,133399,ND,2605,307,-3105,58260
5/31/2014,Greece,11207,ND,-6,0,-1,22,ND,-1,11,6,2196,ND,37,79,1054,4842,ND,-120,5,184,1055
5/31/2014,Ireland,11401,ND,-314,380,-913,37429,ND,-1310,1135,4890,226852,ND,353,4265,-196,199468,ND,-2335,747,-3180,128594
5/31/2014,Italy,11509,ND,-65,8,-2,802,ND,-60,57,74,11930,ND,-165,566,36,26481,ND,88,167,-1104,30890
5/31/2014,Luxembourg,11703,ND,-314,171,1732,21399,ND,-743,2568,2626,479416,ND,552,10358,-1552,489961,ND,1336,565,-183,108754
5/31/2014,Netherlands,12106,ND,-81,77,-47,8099,ND,-1063,313,1320,60311,ND,535,4027,-1226,190854,ND,-1292,172,-3171,28196
5/31/2014,Norway,12203,ND,-26,2,2,141,ND,-40,165,903,32192,ND,146,3599,-75,171030,ND,-1376,441,707,83756
5/31/2014,Portugal,12319,ND,-5,1,-3,23,ND,4,2,19,549,ND,27,72,-143,3306,ND,7,17,-257,2997
5/31/2014,Spain,12505,ND,-30,5,-2,514,ND,24,13,-86,2523,ND,159,211,-538,9586,ND,-310,114,-410,21069
5/31/2014,Sweden,12602,ND,6,3,7,293,ND,-192,53,-460,9390,ND,535,2291,283,109939,ND,-83,153,999,30094
5/31/2014,Switzerland,12688,ND,-35,151,-41,15701,ND,-622,558,-52,108232,ND,-483,6829,3032,326171,ND,371,818,-3789,153023
5/31/2014,Turkey,12807,ND,0,0,,,ND,1,0,6,55,ND,5,7,-11,323,ND,-440,133,-121,24959
