""
""
""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","T","able 2D: U.S.","Long-Term Secu","rities Held by","Foreign Resid","ents"
"","","","","","","","","","","","","","","","","","Millions","of dollars"
""
""
"","","U.S.","U.S.","U.S.","U.S.","U.S.","","U.S.","","U.S.","","","U.S.","","","","","","U.S.","","","","","","","U.S.","","","","","U.S."
"","","long-term","long-term","Treasury","Treasury","Treasury","","Agency","","Agency","","","Corporate","","","","","","Corporate","","","","","","","Corporate","","","","","Corporate"
"","U.S.","securities","securities","bonds","bonds","bonds","U.S.","bonds","Of which:","bonds","Of which:","U.S.","bonds","Of which:","Of which:","Of which:","Of which:","Of which:","bonds","Of which:","Of which:","Of which:","Of which:","Of which","U.S.","stocks","","Of which:","Of which:","Of which:","stocks","","Of which:","Of which:","Of which:"
"","long-term","Held by:","Held by:","Total","Held by:","Held by:","Agency","Held by:","Asset-","Held by:","Asset-","Corporate","Held by:","Asset-","Issued by","Issued by","Issued by","Issued by","Held by:","Asset-","Issued by","Issued by","Issued by","Issued by","Corporate","Held by:","Of which:","Issued by","Issued by","Issued by","Held by:","Of which:","Issued by","Issued by","Issued by"
"","securities","Foreign","Foreign","All","Foreign","Foreign","bonds","Foreign","backed","Foreign","backed","bonds","Foreign","backed","depository","other fin.","non-fin","state and","Foreign","backed","depository","other fin.","non-fin","state and","stocks","Foreign","Fund","depository","other fin.","non-fin","Foreign","Fund","depository","other fin.","non-fin"
"","Total","official","Private","Foreigners","official","private","Total","official","securities","Private","securities","Total","official","securities","inst.","org.","org.","local","private","securities","inst.","org.","org.","local","Total","official","shares","inst.","org.","org.","private","shares","inst.","org.","org."
""
"2012-Aug",12792089,4908576,7883513,4788103,3584095,1204008,1000765,531399,366626,469366,369576,2678566,114108,24582,14464,46247,51544,1812,2564458,412445,245501,1042766,1168742,64845,4324655,678974,79115,46055,105699,519435,3645681,936292,164995,939702,2256104
"2012-Jul",12601504,4866822,7734682,4760456,3560572,1199884,995529,532320,362377,463209,363646,2630212,112036,25115,14260,45941,50099,1700,2518176,408628,240228,1024583,1146367,66114,4215307,661894,78227,44604,103656,506485,3553413,910937,162831,922017,2199353
"2012-Jun",12554010,4802696,7751314,4680774,3493405,1187369,1001461,542598,367725,458863,360691,2611973,110872,25630,14518,46083,48618,1559,2501101,405650,239487,1029615,1113139,63028,4259802,655821,75683,44093,102586,501949,3603981,931272,161633,909841,2249222
"2012-May",12337866,4773269,7564597,4635590,3466498,1169092,1013230,564027,374504,449203,345322,2627133,114012,27144,16555,48885,46987,1542,2513121,402733,262819,1036184,1105809,64407,4061913,628732,70769,42651,93309,486327,3433181,850984,158313,884519,2117262
"2012-Apr",12580150,4795765,7784385,4594212,3435463,1158749,1016647,574880,377113,441767,342412,2650099,113345,26273,16968,49924,44967,1449,2536754,410522,267731,1064798,1097902,63068,4319192,672077,72555,47339,98990,517018,3647115,880832,181077,907046,2252528
"2012-Mar",12591085,4742561,7848524,4510887,3364334,1146553,1046544,594355,385295,452189,351004,2678487,112143,24730,16982,49022,44646,1456,2566344,416704,284626,1079902,1090288,64519,4355167,671729,69840,49743,97085,518546,3683438,869638,195680,928545,2260661
"2012-Feb",12459556,4710687,7748869,4470555,3350373,1120182,1057924,609187,394853,448737,339620,2698214,105599,23008,10574,40930,52832,1230,2592615,436310,236727,978055,1254021,61007,4232863,645528,65571,33244,90191,515549,3587335,869054,149809,884715,2269556
"2012-Jan",12176623,4656512,7520111,4449925,3337817,1112108,1034692,600628,388594,434064,326171,2643018,103114,21577,10326,39290,52279,1174,2539904,418896,229017,963532,1219855,59482,4048988,614953,66247,31581,90046,487587,3434035,856757,141588,913632,2169014
"2011-Dec",11861747,4562742,7299005,4356681,3263358,1093323,1046310,615306,400180,431004,330166,2616855,101587,23347,10020,38431,51682,1418,2515268,426452,281136,852175,1227487,48171,3841901,582491,60982,28318,85550,464033,3259410,754112,132229,882305,2059577
"2011-Nov","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a."
"2011-Oct","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a."
"2011-Sep",11583213,4466044,7117169,4276989,3232194,1044795,1049641,619402,406169,430239,330939,2692918,98300,22777,7452,38983,50375,1480,2594618,442629,228260,945652,1248220,50794,3563665,516148,53346,20423,82199,408897,3047517,759611,99485,869251,1874556
""
""
""
