"","","","Held by","","","","","Held by","","","","","Held by","","","","","int'l &","Held by","Held by","Held by","Held by","Liab","Held by","Held by","","","","","","Total own","of which:","","","of which:","","","","","Neg CDs","","","","","","","","Custody"
"","","Liab","FOI:","Held by","Held by","Held by","Held by","forgn banks:","Held by","Held by","Held by","Held by","oth forgn:","Held by","Held by","Held by","Held by","reg orgs","int'l &","int'l &","int'l &","int'l &","payable","banks &","int'l &","","","","","","Liab","Liab to","Total","Other","Coll. By","Repurch","Repurch","Repurch","Own liab","& ST neg","","","","","Other","Own","Own liab","Liab"
"","Liab","payable","Total Liab","FOI:","FOI:","FOI:","FOI:","Total Liab","forgn banks:","forgn banks:","forgn banks:","forgn banks","Total Liab","oth forgn:","oth forgn:","oth forgn:","oth forgn:","Total Liab","reg orgs","reg orgs","reg orgs","reg orgs","in foreign","oth forgn","reg orgs","Total in","","Total in","Total in","Total in","payable","own foreign","deposits,","own","repurchase","agreemnts","agreemnts","agreemnts","in dollars","securities","","","of which:","of which:","Custody","Liab","in frgn cur","payable"
"","TOTAL","in","in dollars","Non-neg","ST Treas","Oth ST","Oth","in dollars","Non-neg","ST Treas","Oth St","Oth","in dollars","Non-neg","ST Treas","Oth ST","Oth","in dollars","Non-neg","ST Treas","Oth ST","Oth","currency","in foreign","in foreign","Canadian","Total in","UK pounds","Japanese","Swiss","in dollars","offices,","excl","Liab,","agreemnts,","held by","held by","held by","reported","in dollars","ST Treas","Oth ST","ST Agency","neg.","Liab","in foreign","reported","in foreign"
"","(=2+23)","dollars","(=sum(4-7))","deposits","securities","Neg secs","Liab","(=sum(9-12))","deposits","securities","Neg secs","Liab","(=sum(14-17))","deposits","securities","Neg secs","Liab","(=sum(19-22))","deposits","securities","Neg secs","Liab","(=24+25)","currency","currency","dollars","Euros","sterling","yen","Franc","(=33+34)","in dollars","neg CDs","dollars","(=36+37+38)","FOI","oth forgn","IROs","by IBFs","(=41+42)","securities","Neg secs","securities","CDs","in dollars","currency","by IBFs","currency"
"","[1]","[2]","[3]","[4]","[5]","[6]","[7]","[8]","[9]","[10]","[11]","[12]","[13]","[14]","[15]","[16]","[17]","[18]","[19]","[20]","[21]","[22]","[23]","[24]","[25]","[26]","[27]","[28]","[29]","[30]","[31]","[32]","[33]","[34]","[35]","[36]","[37]","[38]","[39]","[40]","[41]","[42]","[43]","[44]","[45]","[46]","[47]","[48]"
""
"2005-Feb","n.a.",2888958,483217,29266,235235,106544,112172,1578394,770037,25610,208866,573881,806692,149523,44109,200555,412505,20655,5602,1495,4985,8573,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",2061559,1341076,954428,1107131,654746,102264,547769,4713,402268,622312,306449,315863,131928,53571,205087,"n.a.","n.a.","n.a."
"2005-Jan","n.a.",2827887,511304,31009,242250,118133,119912,1532083,759818,23630,192793,555842,766079,150520,43617,195001,376941,18421,5132,1603,3947,7739,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",2006913,1306353,946479,1060434,618467,113229,502165,3073,369716,632926,311100,321826,146996,48086,188048,"n.a.","n.a.","n.a."
"2004-Dec",3017873,2911516,515586,26613,245199,124871,118903,1574793,773703,26978,193378,580734,805483,148658,44727,188091,424007,15654,6098,1879,3412,4265,106357,103158,3199,6627,51014,7268,23623,"n.a.",2082981,1349777,955072,1127909,665127,109506,553550,2071,369576,633952,318783,315169,152789,48260,194583,98349,36689,8008
"2004-Nov","n.a.",2922104,503718,25411,256900,111508,109899,1619416,788237,21774,202764,606641,784874,142717,44413,190158,407586,14096,6355,1402,1860,4479,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",2091325,1360024,962720,1128605,638815,100195,536297,2323,400706,624841,324489,300352,136530,51488,205938,"n.a.","n.a.","n.a."
"2004-Oct","n.a.",2815503,516358,23752,260353,116914,115339,1542805,753269,21209,208794,559533,740748,137505,41145,190757,371341,15592,6619,1618,1976,5379,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1972737,1287341,921145,1051592,608282,108781,495954,3547,404857,633615,324325,309290,140908,56081,209151,"n.a.","n.a.","n.a."
"2004-Sep",2823461,2732461,499355,23005,260485,98125,117740,1491679,716560,22976,216414,535729,728203,135679,40616,184749,367159,13224,5685,1277,1868,4394,91000,87669,3331,6184,42654,5319,22990,"n.a.",1905951,1232484,880929,1025022,600689,112304,486130,2255,398262,608355,325354,283001,125277,51787,218155,85740,35759,5260
"2004-Aug","n.a.",2760510,487200,23185,254280,102088,107647,1548716,761979,22037,218123,546577,711880,132446,40737,183595,355102,12714,4954,930,1920,4910,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1936800,1281619,922564,1014236,600861,101356,496429,3076,426766,605077,317984,287093,116984,52518,218633,"n.a.","n.a.","n.a."
"2004-Jul","n.a.",2704718,494293,25018,251959,98284,119032,1532169,743510,22636,218050,547973,664420,129034,37863,174324,323199,13836,5747,770,1699,5620,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1899133,1241871,903309,995824,587004,112764,471381,2859,426812,595750,313228,282522,111545,50896,209835,"n.a.","n.a.","n.a."
"2004-Jun",2728528,2642009,483415,28291,248862,93549,112713,1476681,718615,22517,212249,523300,666476,129264,37178,170705,329329,15437,7341,820,1808,5468,86519,82837,3682,6180,38213,6021,22469,"n.a.",1854321,1202254,883511,970810,551052,106342,442921,1789,392170,579742,309377,270365,107123,47349,207946,80057,34122,6462
"2004-May","n.a.",2529420,434522,27880,233133,80671,92838,1442721,689678,16784,201545,534714,637861,129109,27301,124107,357344,14316,7157,916,1249,4994,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1843714,1199118,853824,989890,558161,83058,473586,1517,372924,502520,278134,224386,97132,38196,183186,"n.a.","n.a.","n.a."
"2004-Apr","n.a.",2543175,434507,25807,224856,80896,102948,1452015,712256,18195,201476,520088,642309,127569,30616,125568,358556,14344,7178,555,1186,5425,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1859827,1196119,872810,987017,566561,92532,472748,1281,381847,501035,274222,226813,100963,36811,182313,"n.a.","n.a.","n.a."
"2004-Mar",2586414,2515098,446775,25287,231893,88997,100598,1462629,707010,20105,200348,535166,591509,124169,30618,117514,319208,14185,9437,727,1370,2651,71316,65097,6219,5215,34293,7275,14367,"n.a.",1823526,1205243,865903,957623,529077,88680,439555,842,407867,514562,283343,231219,104500,35825,177010,64862,39282,6454
"2004-Feb","n.a.",2490911,435388,26626,225613,84999,98150,1460301,716950,18645,202010,522696,581462,123742,29286,105597,322837,13760,8452,295,1279,3734,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1823187,1195650,875770,947417,539881,92474,446151,1256,397870,491654,273839,217815,105450,33390,176070,"n.a.","n.a.","n.a."
"2004-Jan","n.a.",2392406,426260,23901,214486,83610,104263,1400121,687113,17323,200489,495196,550724,117532,27274,102157,303761,15301,7500,225,1630,5946,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1745212,1138617,836046,909166,528771,94270,431611,2890,370300,471401,259308,212093,97820,33258,175793,"n.a.","n.a.","n.a."
"2003-Dec",2382470,2315606,401856,24208,212032,72087,93529,1380639,706536,18267,199063,456773,518962,115925,28388,107004,267645,14149,6134,110,1462,6443,66864,58845,8019,4780,33477,4606,16191,"n.a.",1677193,1125352,852803,824390,460191,82927,372524,4740,367196,461571,258797,202774,83633,34394,176842,63119,36928,3745
"2003-Nov","n.a.",2308479,399665,22507,215580,71926,89652,1362034,676425,17064,189705,478840,534345,113764,29006,105628,285947,12435,4978,195,1711,5551,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1677664,1105511,817674,859990,480343,78770,397320,4253,357286,465819,261845,203974,85608,35019,164996,"n.a.","n.a.","n.a."
"2003-Oct","n.a.",2224007,395529,24719,207871,70222,92717,1293252,631553,16920,192245,452534,521145,114748,25747,108117,272533,14081,6481,196,746,6658,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1601943,1042471,777501,824442,450436,77695,369025,3716,333386,452253,250734,201519,83497,34242,169811,"n.a.","n.a.","n.a."
"2003-Sep",2312515,2244781,397988,22862,207918,70549,96659,1350824,691015,18935,189746,451128,480679,112610,25384,102406,240279,15290,6922,386,1849,6133,67734,57647,10087,6599,37413,5670,13730,"n.a.",1627608,1093252,833409,794199,419032,83630,332421,2981,357695,445202,252623,192579,84071,36738,171971,67110,40052,624
"2003-Aug","n.a.",2250881,382210,23116,215646,60786,82662,1373324,696288,20220,207771,449045,482922,115077,24517,105684,237644,12425,5367,542,1943,4573,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1613772,1091896,839848,773924,417240,73390,341809,2041,333590,456713,260925,195788,79399,43337,180396,"n.a.","n.a.","n.a."
"2003-Jul","n.a.",2270221,373556,24732,207258,58915,82651,1412315,735911,19650,208321,448433,469015,114554,24905,105469,224087,15335,5515,21,1700,8099,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1643982,1123153,880712,763270,409301,73287,332458,3556,359461,447238,251834,195404,79047,41245,179001,"n.a.","n.a.","n.a."
"2003-Jun",2286551,2212604,379114,25758,211025,63837,78494,1367938,721245,16915,209242,420536,452617,113354,27265,109528,202470,12935,6598,290,1808,4239,73947,63651,10296,5646,40279,6576,15385,"n.a.",1572694,1068845,866955,705739,363501,68374,293599,1528,351508,457445,255495,201950,83001,42895,182465,72310,43998,1637
"2003-May","n.a.",2209653,384598,24777,211139,63032,85650,1353400,679651,17206,218801,437742,461852,109392,24979,106667,220814,9803,5938,5,1418,2442,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1566406,1051262,819758,746648,390974,73921,315575,1478,335923,453888,253329,200559,84701,42861,189359,"n.a.","n.a.","n.a."
"2003-Apr","n.a.",2194665,349777,26868,201705,54188,67016,1365585,687246,19822,216763,441754,468579,111089,23466,104280,229744,10724,5860,35,2350,2479,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1572056,1067589,831063,740993,378842,57308,320496,1038,328988,431068,245028,186040,77228,40258,191541,"n.a.","n.a.","n.a."
"2003-Mar",2246544,2158436,356758,25145,207262,53417,70934,1340833,678410,20378,209471,432574,450204,109789,23253,105522,211640,10641,4698,10,2861,3072,88108,78212,9896,6614,48574,6830,19391,"n.a.",1536262,1032067,818042,718220,358346,64356,293112,878,345608,436388,250903,185485,76016,39234,185786,86741,50446,1367
"2003-Feb","n.a.",2088293,349084,26162,197630,51559,73733,1300395,657576,18989,213545,410285,426082,109641,21713,108603,186125,12732,5693,626,2794,3619,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1472834,991177,799072,673762,326861,62059,263778,1024,357863,427884,238958,188926,75451,40167,187575,"n.a.","n.a.","n.a."
"2003-Jan","n.a.",1949528,335508,17378,195045,46673,76412,1266182,53156,23621,231019,66153,333189,93681,17722,105276,116510,14649,5707,687,16,8239,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1329469,892233,169922,267314,208959,"n.a.","n.a.",4122,"n.a.",424264,237075,187189,68709,40303,195795,"n.a.","n.a.","n.a."
"2002-Dec","n.a.",1985588,335090,20733,190444,50762,73151,1311267,56020,25916,229493,58422,325764,92709,19347,105251,108457,13467,5769,1089,16,6593,"n.a.","n.a.",9182,"n.a.","n.a.","n.a.","n.a.","n.a.",1363270,941416,175231,246623,190134,"n.a.","n.a.",2012,"n.a.",426369,236796,189573,74513,37761,195949,80543,"n.a.","n.a."
"2002-Nov","n.a.",1938062,332255,17754,190098,45438,78965,1267188,54716,23427,231023,56001,326400,91489,20063,103088,111760,12219,5245,760,16,6198,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1324149,902021,169204,252924,190283,"n.a.","n.a.",2020,"n.a.",417750,234348,183402,66962,40219,196163,"n.a.","n.a.","n.a."
"2002-Oct","n.a.",1982897,331239,17954,188428,45717,79140,1310656,51574,23378,226076,61566,327935,92132,17189,105552,113062,13067,6178,597,16,6276,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1375944,948062,167838,260044,200313,"n.a.","n.a.",4094,"n.a.",414564,229592,184972,69523,42367,192389,"n.a.","n.a.","n.a."
"2002-Sep","n.a.",1889711,333477,16082,185208,47084,85103,1204324,47069,24182,227466,58772,340200,92111,19973,108140,119976,11710,5669,765,22,5254,"n.a.","n.a.",7737,"n.a.","n.a.","n.a.","n.a.","n.a.",1276871,846835,160931,269105,213172,"n.a.","n.a.",2322,"n.a.",418124,230128,187996,72603,43096,194716,81719,"n.a.","n.a."
"2002-Aug","n.a.",1907298,330003,17469,189011,48828,74695,1222008,49458,23700,229130,50257,344835,91798,18842,108542,125653,10452,6240,534,20,3658,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1288691,869463,164965,254263,200141,"n.a.","n.a.",1177,"n.a.",425176,232087,193089,74045,44479,193431,"n.a.","n.a.","n.a."
"2002-Jul","n.a.",1840458,336212,16464,188256,48856,82636,1172458,51283,22868,226035,51457,320382,91784,17610,101102,109886,11406,7321,481,20,3584,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1235230,820815,166852,247563,190092,"n.a.","n.a.",1748,"n.a.",414618,229215,185403,71594,42607,190610,"n.a.","n.a.","n.a."
"2002-Jun","n.a.",1853500,328090,17112,176231,54816,79931,1217230,58330,22151,231816,54537,296705,92392,16274,98580,89459,11475,6343,407,20,4705,"n.a.","n.a.",7502,"n.a.","n.a.","n.a.","n.a.","n.a.",1253205,850396,174177,228632,166046,"n.a.","n.a.",3054,"n.a.",403402,215063,188339,77773,43099,196893,89823,"n.a.","n.a."
"2002-May","n.a.",1796512,303888,18302,162034,51326,72226,1203565,59610,16440,160972,61282,277023,92127,14027,81506,89363,12036,6654,328,42,5012,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1309837,905261,176693,227883,161071,"n.a.","n.a.",1967,"n.a.",347642,192829,154813,72911,24291,139033,"n.a.","n.a.","n.a."
"2002-Apr","n.a.",1776378,289862,18180,155300,47888,68494,1196165,61265,15406,158958,57455,276007,93839,13314,85471,83383,14344,6117,970,43,7214,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1299028,903081,179401,216546,145824,"n.a.","n.a.",1046,"n.a.",340098,184990,155108,69781,26101,137252,"n.a.","n.a.","n.a."
"2002-Mar","n.a.",1653094,286636,17755,160876,43460,64545,1083027,67642,12794,167243,54478,271423,95792,15790,82846,76995,12008,6928,1105,86,3889,"n.a.","n.a.",2020,"n.a.","n.a.","n.a.","n.a.","n.a.",1168894,780870,188117,199907,132550,"n.a.","n.a.",1004,"n.a.",340342,190565,149777,64906,23258,143858,74955,"n.a.","n.a."
"2002-Feb","n.a.",1610455,298517,18315,163599,47083,69520,1026320,66013,11825,162564,55462,270165,93081,12224,90314,74546,15453,5514,859,40,9040,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1121947,730456,182923,208568,138582,"n.a.","n.a.",3799,"n.a.",342015,188507,153508,67907,23736,146493,"n.a.","n.a.","n.a."
"2002-Jan","n.a.",1587803,286087,17444,166146,33515,68982,1017508,66595,11613,166278,51427,267053,94071,12240,86077,74665,17155,7617,883,44,8611,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1111007,721595,185727,203685,132883,"n.a.","n.a.",2162,"n.a.",328689,190882,137807,53933,22697,148107,"n.a.","n.a.","n.a."
"2001-Dec","n.a.",1630417,282290,21987,161719,39601,58983,1052626,68218,11541,127051,53525,284671,94009,12255,102613,75794,10830,3791,600,61,6378,"n.a.","n.a.",6177,"n.a.","n.a.","n.a.","n.a.","n.a.",1174976,792291,188005,194680,151071,"n.a.","n.a.",2676,"n.a.",325922,186115,139807,59781,20440,129519,79363,"n.a.","n.a."
"2001-Nov","n.a.",1667434,295577,21368,167562,38315,68332,1076749,69964,10960,137290,66188,283937,94921,11885,102210,74921,11171,3155,779,57,7180,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1198376,792347,189408,216621,135026,"n.a.","n.a.",734,"n.a.",329983,191186,138797,59723,22778,139075,"n.a.","n.a.","n.a."
"2001-Oct","n.a.",1608388,297268,25320,161081,43860,67007,1029542,72911,10343,149363,63130,271238,94724,11132,98068,67314,10340,2868,521,43,6908,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1133977,733795,195823,204359,127362,"n.a.","n.a.",844,"n.a.",338544,183077,155467,68137,22646,135867,"n.a.","n.a.","n.a."
"2001-Sep","n.a.",1525770,293382,33075,153899,42340,64068,959282,80305,9960,142297,60571,259794,95268,10519,93320,60687,13312,2336,118,116,10742,"n.a.","n.a.",5389,"n.a.","n.a.","n.a.","n.a.","n.a.",1073201,666149,210984,196068,111762,"n.a.","n.a.",910,"n.a.",321045,174496,146549,63381,23228,131524,83283,"n.a.","n.a."
"2001-Aug","n.a.",1532742,289274,28299,154670,43831,62474,969313,79316,9991,142775,65477,260939,95578,9644,91129,64588,13216,2760,92,139,10225,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1080471,671754,205953,202764,127666,"n.a.","n.a.",998,"n.a.",322088,174397,147691,66890,23266,130183,"n.a.","n.a.","n.a."
"2001-Jul","n.a.",1550680,293969,28976,143288,42995,78710,972088,75773,9149,143610,67395,273006,94602,8568,89279,80557,11617,2947,78,158,8434,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1113555,676161,202298,235096,150232,"n.a.","n.a.",954,"n.a.",305705,161083,144622,61747,22640,131420,"n.a.","n.a.","n.a."
"2001-Jun","n.a.",1538156,279645,33177,139195,44546,62727,983422,79057,8516,152215,66540,261267,93553,8943,87833,70938,13822,4257,68,272,9225,"n.a.","n.a.",3908,"n.a.","n.a.","n.a.","n.a.","n.a.",1096568,677094,210044,209430,126259,"n.a.","n.a.",1130,"n.a.",303475,156722,146753,60967,24884,138113,99331,"n.a.","n.a."
"2001-May","n.a.",1538722,278022,27804,137933,47353,64932,990210,82033,8619,136215,64614,255820,94535,9611,88678,62996,14670,3547,105,222,10796,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1109986,698729,207919,203338,119645,"n.a.","n.a.",1545,"n.a.",300128,156268,143860,62429,25912,128608,"n.a.","n.a.","n.a."
"2001-Apr","n.a.",1536753,299331,33451,144158,55061,66661,966654,84830,7345,142659,59083,257814,93644,9265,88661,66244,12954,5315,170,320,7149,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1089114,672737,217240,199137,119256,"n.a.","n.a.",1152,"n.a.",309349,160938,148411,69548,26238,138290,"n.a.","n.a.","n.a."
"2001-Mar","n.a.",1511455,307113,30277,155204,57701,63931,960296,88576,7999,139569,62775,231602,88648,8601,69738,64615,12444,5326,229,316,6573,"n.a.","n.a.",1493,"n.a.","n.a.","n.a.","n.a.","n.a.",1072098,661377,212827,197894,129483,"n.a.","n.a.",1098,"n.a.",309140,172033,137107,71458,24518,130217,81194,"n.a.","n.a."
"2001-Feb","n.a.",1536305,307427,32743,155668,55711,63305,974750,89268,14383,145466,63900,242609,94838,9538,75459,62774,11519,4985,248,129,6157,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1079703,661733,221834,196136,120338,"n.a.","n.a.",2028,"n.a.",328145,179837,148308,73924,30277,128457,"n.a.","n.a.","n.a."
"2001-Jan","n.a.",1568483,310205,33570,158967,52076,65592,1006124,84012,14613,145635,59737,241196,88069,8590,73697,70840,10958,5701,294,50,4913,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1114561,702127,211352,201082,125101,"n.a.","n.a.",705,"n.a.",328405,182464,145941,67185,31389,125517,"n.a.","n.a.","n.a."
"2000-Dec","n.a.",1511410,297603,39525,153010,47604,57464,972932,82426,16023,135603,53893,228332,93010,8561,72570,54191,12543,6287,252,151,5853,"n.a.","n.a.",1092,"n.a.","n.a.","n.a.","n.a.","n.a.",1077636,684987,221248,171401,"n.a.","n.a.","n.a.","n.a.","n.a.",323686,177846,145840,"n.a.",34217,110088,77779,"n.a.","n.a."
"2000-Nov","n.a.",1514823,303308,40056,155061,45918,62273,966270,81032,10288,127768,50715,228189,92343,8301,63766,63779,17056,6554,249,149,10104,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1103323,696467,219985,186871,"n.a.","n.a.","n.a.","n.a.","n.a.",307712,173899,133813,"n.a.",26350,103788,"n.a.","n.a.","n.a."
"2000-Oct","n.a.",1499853,301738,38375,155101,43804,64458,955813,75316,9977,118120,55768,225198,90634,8696,62416,63452,17104,5966,215,138,10785,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1101386,696632,210291,194463,"n.a.","n.a.","n.a.","n.a.","n.a.",304686,173989,130697,"n.a.",27238,93781,"n.a.","n.a.","n.a."
"2000-Sep","n.a.",1445361,299838,41961,155498,48352,54027,921967,72583,10680,117268,52713,207962,90952,8216,49885,58909,15594,7679,223,31,7661,"n.a.","n.a.",355,"n.a.","n.a.","n.a.","n.a.","n.a.",1055208,668723,213175,173310,"n.a.","n.a.","n.a.","n.a.","n.a.",296195,174617,121578,"n.a.",26448,93958,78852,"n.a.","n.a."
"2000-Aug","n.a.",1435093,297859,36581,159781,46004,55493,914065,74771,12260,117451,53725,208182,90730,8676,49260,59516,14987,9445,217,36,5289,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1041408,655858,211527,174023,"n.a.","n.a.","n.a.","n.a.","n.a.",300977,180934,120043,"n.a.",25911,92708,"n.a.","n.a.","n.a."
"2000-Jul","n.a.",1470288,301705,39599,160093,46888,55125,946211,78202,12804,112075,56167,205319,90760,9578,49763,55218,17053,10699,371,24,5959,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1078692,686963,219260,172469,"n.a.","n.a.","n.a.","n.a.","n.a.",304253,182846,121407,"n.a.",26186,87343,"n.a.","n.a.","n.a."
"2000-Jun","n.a.",1408800,293976,36480,157190,47680,52626,885012,72629,13300,116557,51577,208082,89359,10119,52823,55781,21730,12579,432,10,8709,"n.a.","n.a.",1022,"n.a.","n.a.","n.a.","n.a.","n.a.",1010689,630949,211047,168693,"n.a.","n.a.","n.a.","n.a.","n.a.",306466,181041,125425,"n.a.",26572,91645,85842,"n.a.","n.a."
"2000-May","n.a.",1415033,285257,34700,148814,47871,53872,901420,68412,14330,109900,54846,205171,89192,10776,52709,52494,23185,11807,582,116,10680,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",1029935,653932,204111,171892,"n.a.","n.a.","n.a.","n.a.","n.a.",298817,174502,124315,"n.a.",27238,86281,"n.a.","n.a.","n.a."
"2000-Apr","n.a.",1368881,295923,39206,157607,50345,48765,855502,71635,14038,113573,55846,196488,88223,12027,50320,45918,20968,11396,623,167,8782,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",970181,600410,210460,159311,"n.a.","n.a.","n.a.","n.a.","n.a.",308502,184295,124207,"n.a.",26087,90198,"n.a.","n.a.","n.a."
"2000-Mar","n.a.",1365259,301358,32656,164781,49083,54838,848346,63632,15679,112615,50650,196440,87778,13803,53665,41194,19115,9812,695,80,8528,"n.a.","n.a.",699,"n.a.","n.a.","n.a.","n.a.","n.a.",954858,605770,193878,155210,"n.a.","n.a.","n.a.","n.a.","n.a.",322628,194958,127670,"n.a.",28056,87773,85649,"n.a.","n.a."
"2000-Feb","n.a.",1366039,287948,31354,156995,50646,48953,853469,63925,14977,112637,56107,203802,98749,12269,53572,39212,20820,9399,704,219,10498,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",964020,605823,203427,154770,"n.a.","n.a.","n.a.","n.a.","n.a.",313658,184945,128713,"n.a.",27266,88361,"n.a.","n.a.","n.a."
"2000-Jan","n.a.",1371277,288638,28553,153548,52105,54432,863835,64126,17752,113021,57800,196612,94096,10134,51058,41324,22192,9823,625,231,11513,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",972803,611136,196598,165069,"n.a.","n.a.","n.a.","n.a.","n.a.",311649,182059,129590,"n.a.",28344,86825,"n.a.","n.a.","n.a."
"1999-Dec","n.a.",1408740,295024,32283,156177,41232,65332,900379,65723,16796,155091,53590,198061,98051,12023,54966,33021,15276,10447,680,239,3910,"n.a.","n.a.",884,"n.a.","n.a.","n.a.","n.a.","n.a.",971536,609179,206504,155853,"n.a.","n.a.","n.a.","n.a.","n.a.",318293,185676,132617,"n.a.",30345,118911,88537,"n.a.","n.a."
"1999-Nov","n.a.",1402114,276579,30079,153465,42473,50562,918358,68771,19558,160596,59078,192993,87352,11106,54401,40134,14184,7745,658,229,5552,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",959628,610355,193947,155326,"n.a.","n.a.","n.a.","n.a.","n.a.",316646,184787,131859,"n.a.",28320,125840,"n.a.","n.a.","n.a."
"1999-Oct","n.a.",1363918,280179,31844,154582,45144,48609,872593,65767,22276,147225,58254,193112,85342,11276,54848,41646,18034,8959,628,213,8234,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",927726,579071,191912,156743,"n.a.","n.a.","n.a.","n.a.","n.a.",320219,188762,131457,"n.a.",26550,115973,"n.a.","n.a.","n.a."
"1999-Sep","n.a.",1355734,277211,28442,152457,47365,48947,870453,63664,24853,149170,63282,188271,84256,11209,54118,38688,19799,7391,661,259,11488,"n.a.","n.a.",850,"n.a.","n.a.","n.a.","n.a.","n.a.",915642,569484,183753,162405,"n.a.","n.a.","n.a.","n.a.","n.a.",320900,189180,131720,"n.a.",24367,119192,100213,"n.a.","n.a."
"1999-Aug","n.a.",1361616,280325,27183,153499,48416,51227,879079,65012,26409,170398,56215,183944,83617,11453,53334,35540,18268,6450,896,516,10406,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",896695,561045,182262,153388,"n.a.","n.a.","n.a.","n.a.","n.a.",326041,192257,133784,"n.a.",22565,138880,"n.a.","n.a.","n.a."
"1999-Jul","n.a.",1316636,273927,29216,147492,45427,51792,842666,63560,28355,154764,55259,181580,83564,11186,50371,36459,18463,7446,953,546,9518,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",877542,540728,183786,153028,"n.a.","n.a.","n.a.","n.a.","n.a.",311797,187986,123811,"n.a.",21811,127297,"n.a.","n.a.","n.a."
"1999-Jun","n.a.",1371345,264889,29512,138518,47689,49170,903233,63809,27823,173201,57136,185236,85329,12180,49461,38266,17987,7280,956,1029,8722,"n.a.","n.a.",483,"n.a.","n.a.","n.a.","n.a.","n.a.",920488,581264,185930,153294,"n.a.","n.a.","n.a.","n.a.","n.a.",304392,179477,124915,"n.a.",22569,146465,90305,"n.a.","n.a."
"1999-May","n.a.",1344138,260580,29872,136199,44692,49817,874054,64931,28400,166037,60157,195437,84840,12691,53535,44371,14067,5865,616,131,7455,"n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",901837,554529,185508,161800,"n.a.","n.a.","n.a.","n.a.","n.a.",302754,177906,124848,"n.a.",24141,139547,"n.a.","n.a.","n.a."
