Date;KONSOLIDIERUNGSSTUFE;INLANDAUSLAND;WAEHRUNG;BANKENGRUPPE;Value
1987;U;A;U;A30;
1987;U;ABW;U;A30;
1987;U;AFG;U;A30;9747
1987;U;AGO;U;A30;26669
1987;U;ALB;U;A30;442
1987;U;AND;U;A30;46070
1987;U;ARE;U;A30;6284940
1987;U;ARG;U;A30;2763089
1987;U;ARM;U;A30;
1987;U;AUS;U;A30;436953
1987;U;AUT;U;A30;687643
1987;U;AZE;U;A30;
1987;U;BDI;U;A30;10825
1987;U;BEL;U;A30;4183427
1987;U;BEN;U;A30;12689
1987;U;BES;U;A30;
1987;U;BFA;U;A30;
1987;U;BGD;U;A30;6145
1987;U;BGR;U;A30;3679
1987;U;BHR;U;A30;516032
1987;U;BHS;U;A30;2130382
1987;U;BIH;U;A30;
1987;U;BLR;U;A30;
1987;U;BLZ;U;A30;1097
1987;U;BMU;U;A30;511541
1987;U;BOL;U;A30;20852
1987;U;BRA;U;A30;2925452
1987;U;BRB;U;A30;5194
1987;U;BRN;U;A30;413763
1987;U;BTN;U;A30;0
1987;U;BWA;U;A30;2235
1987;U;CAF;U;A30;13055
1987;U;CAN;U;A30;919527
1987;U;CHL;U;A30;263071
1987;U;CHN;U;A30;16989
1987;U;CIV;U;A30;277588
1987;U;CMR;U;A30;101940
1987;U;COD;U;A30;
1987;U;COG;U;A30;42600
1987;U;COL;U;A30;289632
1987;U;COM;U;A30;3189
1987;U;CPV;U;A30;32
1987;U;CRI;U;A30;70890
1987;U;CUB;U;A30;2682
1987;U;CUW;U;A30;
1987;U;CYM;U;A30;1835349
1987;U;CYP;U;A30;298561
1987;U;CZE;U;A30;
1987;U;DEU;U;A30;4696294
1987;U;DJI;U;A30;111874
1987;U;DMA;U;A30;86731
1987;U;DNK;U;A30;89547
1987;U;DOM;U;A30;29188
1987;U;DZA;U;A30;348696
1987;U;ECU;U;A30;109354
1987;U;EGY;U;A30;1166235
1987;U;ERI;U;A30;
1987;U;ESP;U;A30;3169299
1987;U;EST;U;A30;
1987;U;ETH;U;A30;13147
1987;U;FIN;U;A30;34206
1987;U;FJI;U;A30;1525
1987;U;FLK;U;A30;762
1987;U;FRO;U;A30;
1987;U;FSM;U;A30;
1987;U;GAB;U;A30;86788
1987;U;GBR;U;A30;10652122
1987;U;GEO;U;A30;
1987;U;GGY;U;A30;
1987;U;GHA;U;A30;25327
1987;U;GIB;U;A30;66888
1987;U;GIN;U;A30;9148
1987;U;GMB;U;A30;15021
1987;U;GNB;U;A30;322
1987;U;GNQ;U;A30;6055
1987;U;GRC;U;A30;2983353
1987;U;GRD;U;A30;793
1987;U;GRL;U;A30;
1987;U;GTM;U;A30;33745
1987;U;GUY;U;A30;1980
1987;U;HKG;U;A30;1890334
1987;U;HND;U;A30;11385
1987;U;HRV;U;A30;
1987;U;HTI;U;A30;8470
1987;U;HUN;U;A30;2545
1987;U;IDN;U;A30;632469
1987;U;IMN;U;A30;
1987;U;IND;U;A30;1582787
1987;U;IRL;U;A30;97967
1987;U;IRN;U;A30;675529
1987;U;IRQ;U;A30;418948
1987;U;ISL;U;A30;68176
1987;U;ISR;U;A30;1412179
1987;U;ITA;U;A30;8903376
1987;U;JAM;U;A30;4428
1987;U;JEY;U;A30;
1987;U;JOR;U;A30;659893
1987;U;JPN;U;A30;390367
1987;U;KAZ;U;A30;
1987;U;KEN;U;A30;329112
1987;U;KGZ;U;A30;
1987;U;KHM;U;A30;447
1987;U;KIR;U;A30;0
1987;U;KOR;U;A30;72984
1987;U;KWT;U;A30;1840545
1987;U;LAO;U;A30;8589
1987;U;LBN;U;A30;2806135
1987;U;LBR;U;A30;2721204
1987;U;LBY;U;A30;459683
1987;U;LCA;U;A30;8417
1987;U;LKA;U;A30;18170
1987;U;LSO;U;A30;4095
1987;U;LTU;U;A30;
1987;U;LUX;U;A30;1078742
1987;U;LVA;U;A30;
1987;U;MAC;U;A30;10362
1987;U;MAR;U;A30;641369
1987;U;MDA;U;A30;
1987;U;MDG;U;A30;79412
1987;U;MDV;U;A30;51
1987;U;MEX;U;A30;1221197
1987;U;MHL;U;A30;
1987;U;MKD;U;A30;
1987;U;MLI;U;A30;6873
1987;U;MLT;U;A30;54760
1987;U;MMR;U;A30;7217
1987;U;MNE;U;A30;
1987;U;MNG;U;A30;0
1987;U;MOZ;U;A30;3263
1987;U;MRT;U;A30;4012
1987;U;MUS;U;A30;13780
1987;U;MWI;U;A30;2511
1987;U;MYS;U;A30;124136
1987;U;NAM;U;A30;1058
1987;U;NCL;U;A30;6436
1987;U;NER;U;A30;23511
1987;U;NGA;U;A30;370067
1987;U;NIC;U;A30;16919
1987;U;NLD;U;A30;1730807
1987;U;NOR;U;A30;197518
1987;U;NPL;U;A30;4140
1987;U;NRU;U;A30;45599
1987;U;NZL;U;A30;18653
1987;U;OMN;U;A30;1104541
1987;U;PAK;U;A30;512466
1987;U;PAN;U;A30;16199796
1987;U;PER;U;A30;279732
1987;U;PHL;U;A30;413331
1987;U;PLW;U;A30;
1987;U;PNG;U;A30;206
1987;U;POL;U;A30;15449
1987;U;PRK;U;A30;8077
1987;U;PRT;U;A30;807733
1987;U;PRY;U;A30;113026
1987;U;PSE;U;A30;
1987;U;PYF;U;A30;4677
1987;U;QAT;U;A30;254427
1987;U;ROU;U;A30;4314
1987;U;RUS;U;A30;
1987;U;RWA;U;A30;15716
1987;U;SAU;U;A30;9615802
1987;U;SDN;U;A30;116863
1987;U;SEN;U;A30;148383
1987;U;SGP;U;A30;445360
1987;U;SHN;U;A30;0
1987;U;SLB;U;A30;0
1987;U;SLE;U;A30;5262
1987;U;SLV;U;A30;28450
1987;U;SMR;U;A30;2255
1987;U;SOM;U;A30;23531
1987;U;SRB;U;A30;
1987;U;SSD;U;A30;
1987;U;STP;U;A30;0
1987;U;SUR;U;A30;1577
1987;U;SVK;U;A30;
1987;U;SVN;U;A30;
1987;U;SWE;U;A30;256706
1987;U;SWZ;U;A30;136
1987;U;SXM;U;A30;
1987;U;SYC;U;A30;8223
1987;U;SYR;U;A30;869766
1987;U;TAA;U;A30;45170
1987;U;TCA;U;A30;24680
1987;U;TCD;U;A30;3114
1987;U;TGO;U;A30;29575
1987;U;THA;U;A30;213354
1987;U;TJK;U;A30;
1987;U;TKM;U;A30;
1987;U;TLS;U;A30;
1987;U;TON;U;A30;2612
1987;U;TTO;U;A30;16963
1987;U;TUN;U;A30;149667
1987;U;TUR;U;A30;1921753
1987;U;TUV;U;A30;0
1987;U;TWN;U;A30;160334
1987;U;TZA;U;A30;28463
1987;U;UGA;U;A30;20346
1987;U;UKR;U;A30;
1987;U;URY;U;A30;356127
1987;U;USA;U;A30;4447657
1987;U;UZB;U;A30;
1987;U;VAT;U;A30;10437
1987;U;VCT;U;A30;8442
1987;U;VEN;U;A30;1140751
1987;U;VNM;U;A30;8979
1987;U;VUT;U;A30;14479
1987;U;WLF;U;A30;
1987;U;WSM;U;A30;0
1987;U;XVU;U;A30;
1987;U;YEM;U;A30;166114
1987;U;ZAF;U;A30;476057
1987;U;ZMB;U;A30;23410
1987;U;ZWE;U;A30;42096
1987;U;BIZ_FR;U;A30;
1987;U;BIZ_PU;U;A30;
1987;U;BIZ_1Z;U;A30;
1988;U;A;U;A30;
1988;U;ABW;U;A30;
1988;U;AFG;U;A30;8819
1988;U;AGO;U;A30;26463
1988;U;ALB;U;A30;987
1988;U;AND;U;A30;66800
1988;U;ARE;U;A30;7242182
1988;U;ARG;U;A30;3479219
1988;U;ARM;U;A30;
1988;U;AUS;U;A30;602102
1988;U;AUT;U;A30;830578
1988;U;AZE;U;A30;
1988;U;BDI;U;A30;8247
1988;U;BEL;U;A30;4703883
1988;U;BEN;U;A30;15420
1988;U;BES;U;A30;
1988;U;BFA;U;A30;
1988;U;BGD;U;A30;14923
1988;U;BGR;U;A30;6175
1988;U;BHR;U;A30;700636
1988;U;BHS;U;A30;1990880
1988;U;BIH;U;A30;
1988;U;BLR;U;A30;
1988;U;BLZ;U;A30;24829
1988;U;BMU;U;A30;916532
1988;U;BOL;U;A30;69917
1988;U;BRA;U;A30;3687049
1988;U;BRB;U;A30;7456
1988;U;BRN;U;A30;866537
1988;U;BTN;U;A30;0
1988;U;BWA;U;A30;2838
1988;U;CAF;U;A30;15793
1988;U;CAN;U;A30;1497720
1988;U;CHL;U;A30;349384
1988;U;CHN;U;A30;22256
1988;U;CIV;U;A30;313580
1988;U;CMR;U;A30;117547
1988;U;COD;U;A30;
1988;U;COG;U;A30;27830
1988;U;COL;U;A30;387734
1988;U;COM;U;A30;4318
1988;U;CPV;U;A30;39
1988;U;CRI;U;A30;127887
1988;U;CUB;U;A30;4133
1988;U;CUW;U;A30;
1988;U;CYM;U;A30;2703804
1988;U;CYP;U;A30;419673
1988;U;CZE;U;A30;
1988;U;DEU;U;A30;5797600
1988;U;DJI;U;A30;71986
1988;U;DMA;U;A30;4893
1988;U;DNK;U;A30;121985
1988;U;DOM;U;A30;25639
1988;U;DZA;U;A30;385034
1988;U;ECU;U;A30;122108
1988;U;EGY;U;A30;1468734
1988;U;ERI;U;A30;
1988;U;ESP;U;A30;4050882
1988;U;EST;U;A30;
1988;U;ETH;U;A30;22199
1988;U;FIN;U;A30;44393
1988;U;FJI;U;A30;843
1988;U;FLK;U;A30;857
1988;U;FRO;U;A30;
1988;U;FSM;U;A30;
1988;U;GAB;U;A30;80649
1988;U;GBR;U;A30;13341440
1988;U;GEO;U;A30;
1988;U;GGY;U;A30;
1988;U;GHA;U;A30;27978
1988;U;GIB;U;A30;86385
1988;U;GIN;U;A30;9405
1988;U;GMB;U;A30;9809
1988;U;GNB;U;A30;5324
1988;U;GNQ;U;A30;1127
1988;U;GRC;U;A30;3631068
1988;U;GRD;U;A30;5115
1988;U;GRL;U;A30;
1988;U;GTM;U;A30;39882
1988;U;GUY;U;A30;1140
1988;U;HKG;U;A30;2703366
1988;U;HND;U;A30;19845
1988;U;HRV;U;A30;
1988;U;HTI;U;A30;9209
1988;U;HUN;U;A30;4189
1988;U;IDN;U;A30;742580
1988;U;IMN;U;A30;
1988;U;IND;U;A30;1215496
1988;U;IRL;U;A30;101063
1988;U;IRN;U;A30;785985
1988;U;IRQ;U;A30;389134
1988;U;ISL;U;A30;64315
1988;U;ISR;U;A30;1875691
1988;U;ITA;U;A30;10841613
1988;U;JAM;U;A30;4709
1988;U;JEY;U;A30;
1988;U;JOR;U;A30;1126949
1988;U;JPN;U;A30;437783
1988;U;KAZ;U;A30;
1988;U;KEN;U;A30;285992
1988;U;KGZ;U;A30;
1988;U;KHM;U;A30;468
1988;U;KIR;U;A30;0
1988;U;KOR;U;A30;103024
1988;U;KWT;U;A30;2229786
1988;U;LAO;U;A30;8619
1988;U;LBN;U;A30;3159646
1988;U;LBR;U;A30;4229000
1988;U;LBY;U;A30;588379
1988;U;LCA;U;A30;0
1988;U;LKA;U;A30;21215
1988;U;LSO;U;A30;654
1988;U;LTU;U;A30;
1988;U;LUX;U;A30;1252578
1988;U;LVA;U;A30;
1988;U;MAC;U;A30;13824
1988;U;MAR;U;A30;796730
1988;U;MDA;U;A30;
1988;U;MDG;U;A30;88140
1988;U;MDV;U;A30;0
1988;U;MEX;U;A30;1688996
1988;U;MHL;U;A30;
1988;U;MKD;U;A30;
1988;U;MLI;U;A30;4112
1988;U;MLT;U;A30;68326
1988;U;MMR;U;A30;4311
1988;U;MNE;U;A30;
1988;U;MNG;U;A30;0
1988;U;MOZ;U;A30;3317
1988;U;MRT;U;A30;2866
1988;U;MUS;U;A30;13375
1988;U;MWI;U;A30;2840
1988;U;MYS;U;A30;143891
1988;U;NAM;U;A30;1494
1988;U;NCL;U;A30;6380
1988;U;NER;U;A30;12679
1988;U;NGA;U;A30;461934
1988;U;NIC;U;A30;14817
1988;U;NLD;U;A30;2079323
1988;U;NOR;U;A30;136167
1988;U;NPL;U;A30;10479
1988;U;NRU;U;A30;21652
1988;U;NZL;U;A30;64095
1988;U;OMN;U;A30;1306336
1988;U;PAK;U;A30;744449
1988;U;PAN;U;A30;16890504
1988;U;PER;U;A30;274438
1988;U;PHL;U;A30;467458
1988;U;PLW;U;A30;
1988;U;PNG;U;A30;83
1988;U;POL;U;A30;23331
1988;U;PRK;U;A30;14313
1988;U;PRT;U;A30;874475
1988;U;PRY;U;A30;153643
1988;U;PSE;U;A30;
1988;U;PYF;U;A30;5164
1988;U;QAT;U;A30;338951
1988;U;ROU;U;A30;4325
1988;U;RUS;U;A30;
1988;U;RWA;U;A30;20751
1988;U;SAU;U;A30;11292639
1988;U;SDN;U;A30;115121
1988;U;SEN;U;A30;137511
1988;U;SGP;U;A30;512741
1988;U;SHN;U;A30;17
1988;U;SLB;U;A30;0
1988;U;SLE;U;A30;5305
1988;U;SLV;U;A30;21871
1988;U;SMR;U;A30;80591
1988;U;SOM;U;A30;18237
1988;U;SRB;U;A30;
1988;U;SSD;U;A30;
1988;U;STP;U;A30;0
1988;U;SUR;U;A30;10230
1988;U;SVK;U;A30;
1988;U;SVN;U;A30;
1988;U;SWE;U;A30;273250
1988;U;SWZ;U;A30;175
1988;U;SXM;U;A30;
1988;U;SYC;U;A30;8925
1988;U;SYR;U;A30;807858
1988;U;TAA;U;A30;66534
1988;U;TCA;U;A30;36081
1988;U;TCD;U;A30;5309
1988;U;TGO;U;A30;34734
1988;U;THA;U;A30;289593
1988;U;TJK;U;A30;
1988;U;TKM;U;A30;
1988;U;TLS;U;A30;
1988;U;TON;U;A30;0
1988;U;TTO;U;A30;18996
1988;U;TUN;U;A30;164227
1988;U;TUR;U;A30;2203215
1988;U;TUV;U;A30;0
1988;U;TWN;U;A30;216109
1988;U;TZA;U;A30;18225
1988;U;UGA;U;A30;28334
1988;U;UKR;U;A30;
1988;U;URY;U;A30;471413
1988;U;USA;U;A30;5000120
1988;U;UZB;U;A30;
1988;U;VAT;U;A30;10864
1988;U;VCT;U;A30;15858
1988;U;VEN;U;A30;1590726
1988;U;VNM;U;A30;8208
1988;U;VUT;U;A30;17942
1988;U;WLF;U;A30;
1988;U;WSM;U;A30;0
1988;U;XVU;U;A30;
1988;U;YEM;U;A30;220574
1988;U;ZAF;U;A30;606586
1988;U;ZMB;U;A30;19492
1988;U;ZWE;U;A30;52130
1988;U;BIZ_FR;U;A30;
1988;U;BIZ_PU;U;A30;
1988;U;BIZ_1Z;U;A30;
1989;U;A;U;A30;
1989;U;ABW;U;A30;
1989;U;AFG;U;A30;7210
1989;U;AGO;U;A30;35558
1989;U;ALB;U;A30;695
1989;U;AND;U;A30;120303
1989;U;ARE;U;A30;8226592
1989;U;ARG;U;A30;4589383
1989;U;ARM;U;A30;
1989;U;AUS;U;A30;735316
1989;U;AUT;U;A30;1156005
1989;U;AZE;U;A30;
1989;U;BDI;U;A30;11641
1989;U;BEL;U;A30;6164421
1989;U;BEN;U;A30;14924
1989;U;BES;U;A30;
1989;U;BFA;U;A30;14279
1989;U;BGD;U;A30;15881
1989;U;BGR;U;A30;5636
1989;U;BHR;U;A30;885665
1989;U;BHS;U;A30;2874536
1989;U;BIH;U;A30;
1989;U;BLR;U;A30;
1989;U;BLZ;U;A30;48450
1989;U;BMU;U;A30;521941
1989;U;BOL;U;A30;28195
1989;U;BRA;U;A30;5325396
1989;U;BRB;U;A30;16714
1989;U;BRN;U;A30;67437
1989;U;BTN;U;A30;2147
1989;U;BWA;U;A30;7367
1989;U;CAF;U;A30;15238
1989;U;CAN;U;A30;1886682
1989;U;CHL;U;A30;471036
1989;U;CHN;U;A30;108650
1989;U;CIV;U;A30;421360
1989;U;CMR;U;A30;132148
1989;U;COD;U;A30;
1989;U;COG;U;A30;43200
1989;U;COL;U;A30;547891
1989;U;COM;U;A30;5827
1989;U;CPV;U;A30;0
1989;U;CRI;U;A30;197953
1989;U;CUB;U;A30;3722
1989;U;CUW;U;A30;
1989;U;CYM;U;A30;3915631
1989;U;CYP;U;A30;311116
1989;U;CZE;U;A30;
1989;U;DEU;U;A30;7993213
1989;U;DJI;U;A30;88527
1989;U;DMA;U;A30;26412
1989;U;DNK;U;A30;181035
1989;U;DOM;U;A30;40588
1989;U;DZA;U;A30;457709
1989;U;ECU;U;A30;168919
1989;U;EGY;U;A30;1693591
1989;U;ERI;U;A30;
1989;U;ESP;U;A30;5732514
1989;U;EST;U;A30;
1989;U;ETH;U;A30;25974
1989;U;FIN;U;A30;75249
1989;U;FJI;U;A30;2696
1989;U;FLK;U;A30;643
1989;U;FRO;U;A30;
1989;U;FSM;U;A30;
1989;U;GAB;U;A30;85350
1989;U;GBR;U;A30;13910129
1989;U;GEO;U;A30;
1989;U;GGY;U;A30;
1989;U;GHA;U;A30;28500
1989;U;GIB;U;A30;111870
1989;U;GIN;U;A30;15855
1989;U;GMB;U;A30;4848
1989;U;GNB;U;A30;1199
1989;U;GNQ;U;A30;2494
1989;U;GRC;U;A30;4518420
1989;U;GRD;U;A30;5015
1989;U;GRL;U;A30;
1989;U;GTM;U;A30;56677
1989;U;GUY;U;A30;1521
1989;U;HKG;U;A30;3519810
1989;U;HND;U;A30;30763
1989;U;HRV;U;A30;
1989;U;HTI;U;A30;10398
1989;U;HUN;U;A30;18351
1989;U;IDN;U;A30;743975
1989;U;IMN;U;A30;
1989;U;IND;U;A30;1581443
1989;U;IRL;U;A30;298886
1989;U;IRN;U;A30;931712
1989;U;IRQ;U;A30;446350
1989;U;ISL;U;A30;76711
1989;U;ISR;U;A30;2351297
1989;U;ITA;U;A30;16108917
1989;U;JAM;U;A30;6385
1989;U;JEY;U;A30;
1989;U;JOR;U;A30;1280839
1989;U;JPN;U;A30;543764
1989;U;KAZ;U;A30;
1989;U;KEN;U;A30;380156
1989;U;KGZ;U;A30;
1989;U;KHM;U;A30;1513
1989;U;KIR;U;A30;0
1989;U;KOR;U;A30;142783
1989;U;KWT;U;A30;2391960
1989;U;LAO;U;A30;9776
1989;U;LBN;U;A30;3512304
1989;U;LBR;U;A30;5893847
1989;U;LBY;U;A30;708080
1989;U;LCA;U;A30;13100
1989;U;LKA;U;A30;44112
1989;U;LSO;U;A30;710
1989;U;LTU;U;A30;
1989;U;LUX;U;A30;1791061
1989;U;LVA;U;A30;
1989;U;MAC;U;A30;26037
1989;U;MAR;U;A30;930519
1989;U;MDA;U;A30;
1989;U;MDG;U;A30;132819
1989;U;MDV;U;A30;156
1989;U;MEX;U;A30;2028383
1989;U;MHL;U;A30;
1989;U;MKD;U;A30;
1989;U;MLI;U;A30;20653
1989;U;MLT;U;A30;149881
1989;U;MMR;U;A30;4882
1989;U;MNE;U;A30;
1989;U;MNG;U;A30;0
1989;U;MOZ;U;A30;6408
1989;U;MRT;U;A30;4942
1989;U;MUS;U;A30;15986
1989;U;MWI;U;A30;2782
1989;U;MYS;U;A30;164196
1989;U;NAM;U;A30;3004
1989;U;NCL;U;A30;7307
1989;U;NER;U;A30;57245
1989;U;NGA;U;A30;524253
1989;U;NIC;U;A30;16194
1989;U;NLD;U;A30;2676097
1989;U;NOR;U;A30;170576
1989;U;NPL;U;A30;18511
1989;U;NRU;U;A30;27923
1989;U;NZL;U;A30;54418
1989;U;OMN;U;A30;1304160
1989;U;PAK;U;A30;910480
1989;U;PAN;U;A30;23731734
1989;U;PER;U;A30;393694
1989;U;PHL;U;A30;510652
1989;U;PLW;U;A30;
1989;U;PNG;U;A30;1202
1989;U;POL;U;A30;27138
1989;U;PRK;U;A30;4908
1989;U;PRT;U;A30;1099450
1989;U;PRY;U;A30;179635
1989;U;PSE;U;A30;
1989;U;PYF;U;A30;18798
1989;U;QAT;U;A30;335035
1989;U;ROU;U;A30;9298
1989;U;RUS;U;A30;
1989;U;RWA;U;A30;25100
1989;U;SAU;U;A30;13172997
1989;U;SDN;U;A30;131971
1989;U;SEN;U;A30;154611
1989;U;SGP;U;A30;705802
1989;U;SHN;U;A30;1003
1989;U;SLB;U;A30;885
1989;U;SLE;U;A30;283192
1989;U;SLV;U;A30;31034
1989;U;SMR;U;A30;5538
1989;U;SOM;U;A30;17558
1989;U;SRB;U;A30;
1989;U;SSD;U;A30;
1989;U;STP;U;A30;0
1989;U;SUR;U;A30;279
1989;U;SVK;U;A30;
1989;U;SVN;U;A30;
1989;U;SWE;U;A30;544162
1989;U;SWZ;U;A30;154
1989;U;SXM;U;A30;
1989;U;SYC;U;A30;13420
1989;U;SYR;U;A30;787910
1989;U;TAA;U;A30;92012
1989;U;TCA;U;A30;50639
1989;U;TCD;U;A30;2997
1989;U;TGO;U;A30;42900
1989;U;THA;U;A30;341817
1989;U;TJK;U;A30;
1989;U;TKM;U;A30;
1989;U;TLS;U;A30;
1989;U;TON;U;A30;0
1989;U;TTO;U;A30;11080
1989;U;TUN;U;A30;233017
1989;U;TUR;U;A30;2992547
1989;U;TUV;U;A30;0
1989;U;TWN;U;A30;288959
1989;U;TZA;U;A30;32498
1989;U;UGA;U;A30;32383
1989;U;UKR;U;A30;
1989;U;URY;U;A30;689645
1989;U;USA;U;A30;6525371
1989;U;UZB;U;A30;
1989;U;VAT;U;A30;72900
1989;U;VCT;U;A30;53486
1989;U;VEN;U;A30;2067004
1989;U;VNM;U;A30;8443
1989;U;VUT;U;A30;17386
1989;U;WLF;U;A30;
1989;U;WSM;U;A30;0
1989;U;XVU;U;A30;
1989;U;YEM;U;A30;284086
1989;U;ZAF;U;A30;747139
1989;U;ZMB;U;A30;21826
1989;U;ZWE;U;A30;60899
1989;U;BIZ_FR;U;A30;
1989;U;BIZ_PU;U;A30;
1989;U;BIZ_1Z;U;A30;
1990;U;A;U;A30;
1990;U;ABW;U;A30;
1990;U;AFG;U;A30;1341
1990;U;AGO;U;A30;70165
1990;U;ALB;U;A30;317
1990;U;AND;U;A30;100555
1990;U;ARE;U;A30;8953382
1990;U;ARG;U;A30;5273342
1990;U;ARM;U;A30;
1990;U;AUS;U;A30;777066
1990;U;AUT;U;A30;1292082
1990;U;AZE;U;A30;
1990;U;BDI;U;A30;10653
1990;U;BEL;U;A30;6540802
1990;U;BEN;U;A30;16903
1990;U;BES;U;A30;
1990;U;BFA;U;A30;5764
1990;U;BGD;U;A30;6870
1990;U;BGR;U;A30;21189
1990;U;BHR;U;A30;1439532
1990;U;BHS;U;A30;3449223
1990;U;BIH;U;A30;
1990;U;BLR;U;A30;
1990;U;BLZ;U;A30;1289
1990;U;BMU;U;A30;597412
1990;U;BOL;U;A30;21616
1990;U;BRA;U;A30;5714503
1990;U;BRB;U;A30;28773
1990;U;BRN;U;A30;73598
1990;U;BTN;U;A30;0
1990;U;BWA;U;A30;8234
1990;U;CAF;U;A30;18390
1990;U;CAN;U;A30;1865110
1990;U;CHL;U;A30;556441
1990;U;CHN;U;A30;66061
1990;U;CIV;U;A30;404676
1990;U;CMR;U;A30;192804
1990;U;COD;U;A30;
1990;U;COG;U;A30;47115
1990;U;COL;U;A30;660929
1990;U;COM;U;A30;5900
1990;U;CPV;U;A30;192
1990;U;CRI;U;A30;188138
1990;U;CUB;U;A30;2905
1990;U;CUW;U;A30;
1990;U;CYM;U;A30;4674785
1990;U;CYP;U;A30;400909
1990;U;CZE;U;A30;
1990;U;DEU;U;A30;8599463
1990;U;DJI;U;A30;89517
1990;U;DMA;U;A30;3913
1990;U;DNK;U;A30;241734
1990;U;DOM;U;A30;55476
1990;U;DZA;U;A30;440663
1990;U;ECU;U;A30;165435
1990;U;EGY;U;A30;1628496
1990;U;ERI;U;A30;
1990;U;ESP;U;A30;6599786
1990;U;EST;U;A30;
1990;U;ETH;U;A30;21902
1990;U;FIN;U;A30;111787
1990;U;FJI;U;A30;2677
1990;U;FLK;U;A30;873
1990;U;FRO;U;A30;
1990;U;FSM;U;A30;
1990;U;GAB;U;A30;107368
1990;U;GBR;U;A30;14393105
1990;U;GEO;U;A30;
1990;U;GGY;U;A30;
1990;U;GHA;U;A30;22117
1990;U;GIB;U;A30;380036
1990;U;GIN;U;A30;30247
1990;U;GMB;U;A30;4823
1990;U;GNB;U;A30;2384
1990;U;GNQ;U;A30;518
1990;U;GRC;U;A30;4689332
1990;U;GRD;U;A30;9363
1990;U;GRL;U;A30;
1990;U;GTM;U;A30;48651
1990;U;GUY;U;A30;1972
1990;U;HKG;U;A30;3121940
1990;U;HND;U;A30;30676
1990;U;HRV;U;A30;
1990;U;HTI;U;A30;17214
1990;U;HUN;U;A30;19115
1990;U;IDN;U;A30;655577
1990;U;IMN;U;A30;
1990;U;IND;U;A30;1410068
1990;U;IRL;U;A30;462667
1990;U;IRN;U;A30;860969
1990;U;IRQ;U;A30;216749
1990;U;ISL;U;A30;72770
1990;U;ISR;U;A30;2252100
1990;U;ITA;U;A30;17691227
1990;U;JAM;U;A30;7113
1990;U;JEY;U;A30;
1990;U;JOR;U;A30;1453156
1990;U;JPN;U;A30;572614
1990;U;KAZ;U;A30;
1990;U;KEN;U;A30;364393
1990;U;KGZ;U;A30;
1990;U;KHM;U;A30;17337
1990;U;KIR;U;A30;0
1990;U;KOR;U;A30;125106
1990;U;KWT;U;A30;2343571
1990;U;LAO;U;A30;4489
1990;U;LBN;U;A30;3262026
1990;U;LBR;U;A30;5894434
1990;U;LBY;U;A30;594940
1990;U;LCA;U;A30;6616
1990;U;LKA;U;A30;38731
1990;U;LSO;U;A30;1074
1990;U;LTU;U;A30;
1990;U;LUX;U;A30;1675206
1990;U;LVA;U;A30;
1990;U;MAC;U;A30;13073
1990;U;MAR;U;A30;930927
1990;U;MDA;U;A30;
1990;U;MDG;U;A30;230651
1990;U;MDV;U;A30;626
1990;U;MEX;U;A30;2300291
1990;U;MHL;U;A30;
1990;U;MKD;U;A30;
1990;U;MLI;U;A30;6208
1990;U;MLT;U;A30;159313
1990;U;MMR;U;A30;0
1990;U;MNE;U;A30;
1990;U;MNG;U;A30;0
1990;U;MOZ;U;A30;2222
1990;U;MRT;U;A30;5678
1990;U;MUS;U;A30;21399
1990;U;MWI;U;A30;3083
1990;U;MYS;U;A30;162760
1990;U;NAM;U;A30;4856
1990;U;NCL;U;A30;7202
1990;U;NER;U;A30;18841
1990;U;NGA;U;A30;425857
1990;U;NIC;U;A30;33986
1990;U;NLD;U;A30;2899198
1990;U;NOR;U;A30;199021
1990;U;NPL;U;A30;18434
1990;U;NRU;U;A30;16361
1990;U;NZL;U;A30;44460
1990;U;OMN;U;A30;540711
1990;U;PAK;U;A30;926984
1990;U;PAN;U;A30;21659723
1990;U;PER;U;A30;537658
1990;U;PHL;U;A30;358395
1990;U;PLW;U;A30;
1990;U;PNG;U;A30;822
1990;U;POL;U;A30;42133
1990;U;PRK;U;A30;7179
1990;U;PRT;U;A30;1029967
1990;U;PRY;U;A30;165682
1990;U;PSE;U;A30;
1990;U;PYF;U;A30;12665
1990;U;QAT;U;A30;382642
1990;U;ROU;U;A30;17402
1990;U;RUS;U;A30;
1990;U;RWA;U;A30;32276
1990;U;SAU;U;A30;13175923
1990;U;SDN;U;A30;112467
1990;U;SEN;U;A30;159205
1990;U;SGP;U;A30;689436
1990;U;SHN;U;A30;201
1990;U;SLB;U;A30;0
1990;U;SLE;U;A30;15678
1990;U;SLV;U;A30;38004
1990;U;SMR;U;A30;9489
1990;U;SOM;U;A30;28063
1990;U;SRB;U;A30;
1990;U;SSD;U;A30;
1990;U;STP;U;A30;100
1990;U;SUR;U;A30;705
1990;U;SVK;U;A30;
1990;U;SVN;U;A30;
1990;U;SWE;U;A30;582750
1990;U;SWZ;U;A30;6468
1990;U;SXM;U;A30;
1990;U;SYC;U;A30;2302
1990;U;SYR;U;A30;617131
1990;U;TAA;U;A30;203804
1990;U;TCA;U;A30;55665
1990;U;TCD;U;A30;6291
1990;U;TGO;U;A30;42236
1990;U;THA;U;A30;306877
1990;U;TJK;U;A30;
1990;U;TKM;U;A30;
1990;U;TLS;U;A30;
1990;U;TON;U;A30;154
