"Hoofdpost","Subpost 1","Subpost 2","Sector","Subsector","&label7","Period ","waarde"
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2006Q2",-13045.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2006Q3",-15737.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2006Q4",-14743.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2007Q1",-27846.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2007Q2",-25043.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2007Q3",-16303.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2007Q4",-6484.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2008Q1",-20031.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2008Q2",-19520
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2008Q3",-9725.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2008Q4",-1584.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2009Q1",-1400.4
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2009Q2",-854
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2009Q3",185.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2009Q4",-3024.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2010Q1",-1584.4
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2010Q2",1016.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2010Q3",1630.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2010Q4",2432.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2011Q1",2865.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2011Q2",1775
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2011Q3",1988
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2011Q4",1103.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2012Q1",5663.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2012Q2",4606.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2012Q3",2808.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2012Q4",4795.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2013Q1",7528.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2013Q2",6978.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2013Q3",8485.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2013Q4",6599.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2014Q1",6321.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2014Q2",5786.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2014Q3",4428.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other MFIs ","Total ","Total ","2014Q4",6587
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2003Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2003Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2003Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2004Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2004Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2004Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2004Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2005Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2005Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2005Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2005Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2006Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2006Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2006Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2006Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2007Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2007Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2007Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2007Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2008Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2008Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2008Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2008Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2009Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2009Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2009Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2009Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2010Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2010Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2010Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2010Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2011Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2011Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2011Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2011Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2012Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2012Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2012Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2012Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2013Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2013Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2013Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2013Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2014Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2014Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2014Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","General government ","Total ","Total ","2014Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2003Q2",340427.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2003Q3",348924
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2003Q4",274754.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2004Q1",296258
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2004Q2",297830.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2004Q3",299310.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2004Q4",317828.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2005Q1",324808.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2005Q2",346778.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2005Q3",369828
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2005Q4",390431.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2006Q1",301852.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2006Q2",285410
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2006Q3",301169.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2006Q4",310328.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2007Q1",307334.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2007Q2",320759.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2007Q3",312586.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2007Q4",310271.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2008Q1",267806.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2008Q2",269433.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2008Q3",246396.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2008Q4",190406
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2009Q1",184329
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2009Q2",212147.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2009Q3",248040.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2009Q4",267502.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2010Q1",287169
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2010Q2",271602.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2010Q3",284077.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2010Q4",310966.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2011Q1",303331.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2011Q2",308105.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2011Q3",279127.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2011Q4",305792.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2012Q1",332463.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2012Q2",334616.4
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2012Q3",347608.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2012Q4",356027.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2013Q1",383103.4
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2013Q2",363998.4
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2013Q3",378259.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2013Q4",393297.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2014Q1",400892.4
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2014Q2",426275.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2014Q3",444859.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Total ","Total ","2014Q4",464933.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2003Q2",324354.4
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2003Q3",332270.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2003Q4",255799.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2004Q1",272939.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2004Q2",274476.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2004Q3",276557.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2004Q4",294140.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2005Q1",301055.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2005Q2",321211.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2005Q3",343649.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2005Q4",364591.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2006Q1",291504.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2006Q2",276468.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2006Q3",292273.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2006Q4",301136.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2007Q1",298320.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2007Q2",311661.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2007Q3",303721.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2007Q4",301507.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2008Q1",260227.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2008Q2",262422.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2008Q3",239835.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2008Q4",185467.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2009Q1",179018.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2009Q2",205773.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2009Q3",240915.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2009Q4",260052.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2010Q1",279135.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2010Q2",263901.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2010Q3",275877.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2010Q4",302259.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2011Q1",293967.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2011Q2",299242.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2011Q3",271957.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2011Q4",298224.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2012Q1",324043.4
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2012Q2",327036.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2012Q3",339401.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2012Q4",347457
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2013Q1",373945.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2013Q2",355001
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2013Q3",368590.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2013Q4",382993.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2014Q1",390087.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2014Q2",415055
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2014Q3",433624
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Total ","2014Q4",449353.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2003Q2",5957.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2003Q3",5331.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2003Q4",4401.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2004Q1",4011.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2004Q2",3632.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2004Q3",3757.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2004Q4",2974.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2005Q1",2658.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2005Q2",1725.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2005Q3",2024.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2005Q4",3608
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2006Q1",558.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2006Q2",162.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2006Q3",1572.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2006Q4",2201.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Other sectors ","Other financial sectors ","Of which SFIs ","2007Q1",3376.7
