"Hoofdpost","Subpost 1","Subpost 2","Sector","Subsector","&label7","Period ","waarde"
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2009Q2",117246
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2009Q3",137865.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2009Q4",121951.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2010Q1",118309.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2010Q2",114980.1
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2010Q3",134688.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2010Q4",135390.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2011Q1",148457.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2011Q2",158564.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2011Q3",156801.4
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2011Q4",148345.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2012Q1",172366.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2012Q2",159301.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2012Q3",149127.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2012Q4",136279.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2013Q1",146295.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2013Q2",141518.4
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2013Q3",152239.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2013Q4",125191.4
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2014Q1",130758.5
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2014Q2",140744.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2014Q3",137258
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Total ","Total ","Total ","2014Q4",124044
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2003Q2",21710
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2003Q3",15305.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2003Q4",14758.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2004Q1",19147.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2004Q2",18062.4
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2004Q3",18427.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2004Q4",15960.4
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2005Q1",19623.5
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2005Q2",20890.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2005Q3",16700.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2005Q4",14859.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2006Q1",15766
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2006Q2",13637.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2006Q3",13761
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2006Q4",12368.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2007Q1",17374
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2007Q2",13941.5
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2007Q3",22197.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2007Q4",17871.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2008Q1",21737.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2008Q2",24512.1
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2008Q3",27097.4
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2008Q4",26037.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2009Q1",35148.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2009Q2",42148.1
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2009Q3",54895.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2009Q4",51434.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2010Q1",53445.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2010Q2",55830.4
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2010Q3",63321.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2010Q4",60288.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2011Q1",78637.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2011Q2",92323.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2011Q3",85952.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2011Q4",88773.5
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2012Q1",118246
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2012Q2",112570.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2012Q3",106590
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2012Q4",88902.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2013Q1",91400.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2013Q2",87340.1
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2013Q3",87639.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2013Q4",76089.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2014Q1",79782.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2014Q2",80207.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2014Q3",75476.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other MFIs ","Total ","Total ","2014Q4",73820
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2003Q2",24958
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2003Q3",24145
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2003Q4",18369
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2004Q1",23738
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2004Q2",22014
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2004Q3",23954
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2004Q4",16643
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2005Q1",18239
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2005Q2",16422
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2005Q3",20421
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2005Q4",16970
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2006Q1",22095
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2006Q2",20411
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2006Q3",25087.5
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2006Q4",12969.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2007Q1",25985.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2007Q2",27376.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2007Q3",27909.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2007Q4",14822.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2008Q1",21161.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2008Q2",21457.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2008Q3",28086.5
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2008Q4",74644.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2009Q1",60892.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2009Q2",51793.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2009Q3",64184.5
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2009Q4",54518.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2010Q1",48682.4
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2010Q2",39361
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2010Q3",48900.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2010Q4",47455.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2011Q1",44882.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2011Q2",41943.4
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2011Q3",48173.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2011Q4",40972.1
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2012Q1",33216.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2012Q2",26745
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2012Q3",25542.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2012Q4",29358.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2013Q1",30480.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2013Q2",27589.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2013Q3",37626.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2013Q4",23841.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2014Q1",23035.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2014Q2",27696.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2014Q3",28861.1
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by the general government ","Total ","Total ","2014Q4",19315
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2003Q2",15307
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2003Q3",18401.5
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2003Q4",20059.4
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2004Q1",20185.1
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2004Q2",20648.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2004Q3",19282.4
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2004Q4",16651.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2005Q1",16836.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2005Q2",16583.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2005Q3",18926
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2005Q4",18163.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2006Q1",17868.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2006Q2",17472.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2006Q3",15777.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2006Q4",14662.4
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2007Q1",17232.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2007Q2",18440.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2007Q3",16955.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2007Q4",16965.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2008Q1",23726.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2008Q2",27324.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2008Q3",31242.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2008Q4",32566.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2009Q1",25444.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2009Q2",23304.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2009Q3",18785.5
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2009Q4",15998
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2010Q1",16181.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2010Q2",19788.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2010Q3",22466
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2010Q4",27646.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2011Q1",24938.5
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2011Q2",24297.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2011Q3",22674.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2011Q4",18599.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2012Q1",20903.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2012Q2",19986.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2012Q3",16995
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2012Q4",18018.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2013Q1",24414.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2013Q2",26589.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2013Q3",26973.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2013Q4",25261.1
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2014Q1",27940.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2014Q2",32840.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2014Q3",32920.1
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Total ","Total ","2014Q4",30909
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2003Q2",12648.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2003Q3",15807.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2003Q4",15678.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2004Q1",15854.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2004Q2",14674
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2004Q3",15482.1
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2004Q4",13958.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2005Q1",14786
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2005Q2",14497.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2005Q3",13640.5
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2005Q4",12147.1
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2006Q1",12826.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2006Q2",11979.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2006Q3",11558.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2006Q4",11892.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2007Q1",13838
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2007Q2",14690.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2007Q3",13043.5
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2007Q4",13298.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2008Q1",19517.4
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2008Q2",23602.5
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2008Q3",27756.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2008Q4",26110.4
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2009Q1",21051.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2009Q2",20744
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2009Q3",16837.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2009Q4",14108.1
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2010Q1",15526.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2010Q2",18496.8
